order_item_id,order_id,product_id,quantity,unit_price,discount_percent,transaction_type,quantity_abs,revenue
OI000358,O000696,P00179,3,12577.1,39.8,PURCHASE,3,22714.242600000005
OI000359,O000533,P00360,3,3776.54,31.8,PURCHASE,3,7726.800839999999
OI000360,O000356,P00148,1,15017.92,27.4,PURCHASE,1,10903.00992
OI000361,O000297,P00320,5,9179.0,11.5,PURCHASE,5,40617.075
OI000362,O000042,P00112,3,3790.73,19.5,PURCHASE,3,9154.612949999999
OI000363,O000001,P00026,3,26373.79,31.4,PURCHASE,3,54277.25981999999
OI000364,O000575,P00080,1,4365.06,29.3,PURCHASE,1,3086.0974200000005
OI000365,O000298,P00113,1,10703.5,32.5,PURCHASE,1,7224.8625
OI000366,O000101,P00458,3,17951.46,6.9,PURCHASE,3,50138.42778
OI000367,O000593,P00072,2,12547.74,8.0,PURCHASE,2,23087.8416
OI000368,O000644,P00237,5,23493.93,33.4,PURCHASE,5,78234.7869
OI000369,O000711,P00161,5,21406.7,18.7,PURCHASE,5,87018.2355
OI000370,O000421,P00237,1,890.02,30.7,PURCHASE,1,616.78386
OI000371,O000310,P00403,2,11256.02,24.8,PURCHASE,2,16929.05408
OI000372,O000055,P00387,4,20135.37,18.5,PURCHASE,4,65641.30619999999
OI000373,O000056,P00044,1,29586.59,4.3,PURCHASE,1,28314.36663
OI000374,O000580,P00247,3,3731.14,23.4,PURCHASE,3,8574.15972
OI000375,O000719,P00105,5,22238.68,19.8,PURCHASE,5,89177.1068
OI000376,O000159,P00155,3,28102.28,32.2,PURCHASE,3,57160.03751999999
OI000377,O000069,P00001,2,3718.93,3.9,PURCHASE,2,7147.78346
OI000378,O000518,P00228,4,3742.16,16.2,PURCHASE,4,12543.720319999999
OI000379,O000560,P00134,5,25793.49,24.7,PURCHASE,5,97112.48985000001
OI000380,O000190,P00073,2,22275.78,21.9,PURCHASE,2,34794.76836
OI000381,O000684,P00052,5,20064.22,15.6,PURCHASE,5,84671.0084
OI000382,O000427,P00417,4,8574.32,4.8,PURCHASE,4,32651.01056
OI000383,O000035,P00331,5,27252.44,14.2,PURCHASE,5,116912.96759999999
OI000384,O000470,P00142,1,10796.66,34.2,PURCHASE,1,7104.202279999999
OI000385,O000724,P00269,4,5317.46,6.1,PURCHASE,4,19972.37976
OI000386,O000471,P00367,2,22901.97,12.1,PURCHASE,2,40261.66326
OI000387,O000661,P00248,4,18214.67,7.2,PURCHASE,4,67612.85504
OI000388,O000675,P00270,3,9789.89,38.2,PURCHASE,3,18150.45606
OI000389,O000414,P00035,-1,22013.04,9.3,RETURN,1,-19965.82728
OI000390,O000696,P00244,3,29441.72,32.3,PURCHASE,3,59796.13332000001
OI000391,O000179,P00373,4,12659.68,2.6,PURCHASE,4,49322.11328
OI000392,O000768,P00038,4,18235.35,33.6,PURCHASE,4,48433.08959999999
OI000393,O000716,P00231,4,19158.13,22.3,PURCHASE,4,59543.46804000001
OI000394,O000696,P00147,2,4946.48,32.6,PURCHASE,2,6667.855039999999
OI000395,O000597,P00013,1,24319.26,35.7,PURCHASE,1,15637.284179999999
OI000396,O000560,P00443,1,20502.6,38.3,PURCHASE,1,12650.1042
OI000397,O000195,P00427,2,14264.61,14.1,PURCHASE,2,24506.59998
OI000398,O000142,P00411,1,18801.57,35.0,PURCHASE,1,12221.0205
OI000399,O000530,P00153,1,6994.15,24.1,PURCHASE,1,5308.55985
OI000400,O000297,P00473,3,10801.37,34.9,PURCHASE,3,21095.07561
OI000401,O000548,P00295,2,27961.09,20.0,PURCHASE,2,44737.744000000006
OI000402,O000715,P00457,1,28114.11,39.4,PURCHASE,1,17037.150660000003
OI000403,O000432,P00134,2,22965.6,5.6,PURCHASE,2,43359.0528
OI000404,O000776,P00340,1,2280.07,37.9,PURCHASE,1,1415.9234700000002
OI000405,O000784,P00414,1,2215.82,16.6,PURCHASE,1,1847.99388
OI000406,O000565,P00246,2,1348.06,1.4,PURCHASE,2,2658.37432
OI000407,O000442,P00245,3,26305.85,9.1,PURCHASE,3,71736.05295
OI000408,O000201,P00274,5,20490.04,29.5,PURCHASE,5,72227.39100000002
OI000409,O000785,P00194,2,12862.32,5.5,PURCHASE,2,24309.784799999998
OI000410,O000377,P00181,2,27550.25,9.5,PURCHASE,2,49865.9525
OI000411,O000423,P00383,5,29729.07,0.6,PURCHASE,5,147753.4779
OI000412,O000079,P00030,2,8549.62,12.6,PURCHASE,2,14944.735760000001
OI000413,O000300,P00067,5,19761.73,26.3,PURCHASE,5,72821.97505
OI000414,O000211,P00254,3,25776.93,17.7,PURCHASE,3,63643.240170000005
OI000415,O000565,P00150,2,8099.3,27.9,PURCHASE,2,11679.190600000002
OI000416,O000421,P00362,5,2445.54,36.5,PURCHASE,5,7764.589500000001
OI000417,O000313,P00380,5,11234.46,32.7,PURCHASE,5,37803.9579
OI000418,O000716,P00226,4,736.56,33.5,PURCHASE,4,1959.2495999999999
OI000419,O000308,P00424,1,25651.77,15.4,PURCHASE,1,21701.39742
OI000420,O000455,P00023,2,5614.36,17.2,PURCHASE,2,9297.38016
OI000421,O000555,P00391,3,27310.61,30.2,PURCHASE,3,57188.41734
OI000422,O000269,P00415,5,917.62,29.0,PURCHASE,5,3257.551
OI000423,O000747,P00476,1,16643.5,38.1,PURCHASE,1,10302.3265
OI000424,O000548,P00238,4,17092.26,20.8,PURCHASE,4,54148.27968
OI000425,O000764,P00474,2,553.98,32.0,PURCHASE,2,753.4128
OI000426,O000256,P00395,5,17175.37,1.5,PURCHASE,5,84588.69725
OI000427,O000257,P00401,-5,9276.17,26.4,RETURN,5,-34136.3056
OI000428,O000455,P00237,1,14046.54,38.6,PURCHASE,1,8624.575560000001
OI000429,O000224,P00210,1,2478.45,35.9,PURCHASE,1,1588.68645
OI000430,O000452,P00093,3,8356.72,34.8,PURCHASE,3,16345.744319999998
OI000431,O000151,P00447,5,7056.91,26.2,PURCHASE,5,26039.997900000002
OI000432,O000451,P00297,3,21549.0,2.4,PURCHASE,3,63095.472
OI000433,O000264,P00009,3,1437.52,9.4,PURCHASE,3,3907.1793599999996
OI000434,O000116,P00262,1,9841.09,14.9,PURCHASE,1,8374.76759
OI000435,O000658,P00219,3,9863.56,31.5,PURCHASE,3,20269.615800000003
OI000436,O000668,P00192,4,8892.48,1.2,PURCHASE,4,35143.08096
OI000437,O000154,P00467,-5,18310.24,32.3,RETURN,5,-61980.162400000016
OI000438,O000521,P00402,5,28204.2,15.2,PURCHASE,5,119585.80799999999
OI000439,O000154,P00196,1,28762.89,39.7,PURCHASE,1,17344.02267
OI000440,O000646,P00281,4,3725.15,35.1,PURCHASE,4,9670.4894
OI000441,O000676,P00269,5,8148.56,33.4,PURCHASE,5,27134.704800000003
OI000442,O000249,P00410,3,9513.01,38.9,PURCHASE,3,17437.34733
OI000443,O000420,P00186,1,15218.74,36.6,PURCHASE,1,9648.68116
OI000444,O000460,P00403,4,24851.85,39.5,PURCHASE,4,60141.47699999999
OI000445,O000418,P00346,5,18205.82,31.8,PURCHASE,5,62081.8462
OI000446,O000419,P00216,5,17322.75,25.3,PURCHASE,5,64700.47125
OI000447,O000465,P00008,2,7974.95,22.2,PURCHASE,2,12409.0222
OI000448,O000130,P00446,1,815.55,6.7,PURCHASE,1,760.90815
OI000449,O000543,P00471,4,10695.6,16.1,PURCHASE,4,35894.4336
OI000450,O000122,P00173,3,18537.22,39.8,PURCHASE,3,33478.219320000004
OI000451,O000364,P00487,4,18961.88,29.6,PURCHASE,4,53396.65408
OI000452,O000717,P00069,2,17727.79,32.8,PURCHASE,2,23826.149760000004
OI000453,O000008,P00304,5,19517.2,15.2,PURCHASE,5,82752.928
OI000454,O000603,P00144,1,14849.47,1.9,PURCHASE,1,14567.33007
OI000455,O000521,P00433,4,11583.63,30.3,PURCHASE,4,32295.16044
OI000456,O000753,P00452,2,8419.86,35.2,PURCHASE,2,10912.13856
OI000457,O000170,P00061,3,13223.61,35.4,PURCHASE,3,25627.356180000002
OI000458,O000621,P00386,1,20026.37,5.6,PURCHASE,1,18904.893279999997
OI000459,O000773,P00087,1,1288.38,35.6,PURCHASE,1,829.7167199999999
OI000460,O000501,P00427,1,8526.94,37.9,PURCHASE,1,5295.229740000001
OI000461,O000130,P00426,4,3377.48,28.3,PURCHASE,4,9686.61264
OI000462,O000443,P00253,3,4190.86,11.1,PURCHASE,3,11177.023619999998
OI000463,O000081,P00382,2,9880.76,20.3,PURCHASE,2,15749.931439999998
OI000464,O000526,P00345,1,9512.82,37.0,PURCHASE,1,5993.076599999999
OI000465,O000534,P00163,2,19867.8,35.1,PURCHASE,2,25788.4044
OI000466,O000009,P00126,2,26176.23,8.8,PURCHASE,2,47745.44352
OI000467,O000497,P00417,2,8549.73,7.9,PURCHASE,2,15748.60266
OI000468,O000741,P00384,-2,2111.11,22.3,RETURN,2,-3280.66494
OI000469,O000429,P00353,3,18967.69,9.4,PURCHASE,3,51554.18141999999
OI000470,O000185,P00450,3,26263.67,26.7,PURCHASE,3,57753.81032999999
OI000471,O000613,P00183,5,2986.34,4.5,PURCHASE,5,14259.7735
OI000472,O000295,P00215,4,19906.3,4.6,PURCHASE,4,75962.4408
OI000473,O000117,P00178,4,23233.09,19.3,PURCHASE,4,74996.41451999999
OI000474,O000422,P00352,-2,8110.92,8.6,RETURN,2,-14826.761760000001
OI000475,O000576,P00396,3,9596.79,15.7,PURCHASE,3,24270.28191
OI000476,O000056,P00138,4,10261.26,32.7,PURCHASE,4,27623.311920000004
OI000477,O000587,P00449,2,23408.6,4.4,PURCHASE,2,44757.2432
OI000478,O000133,P00310,-5,21694.64,32.1,RETURN,5,-73653.3028
OI000479,O000362,P00393,5,1571.53,8.4,PURCHASE,5,7197.6074
OI000480,O000549,P00203,2,4925.98,15.0,PURCHASE,2,8374.166
OI000481,O000255,P00482,1,698.85,37.6,PURCHASE,1,436.0824
OI000482,O000497,P00022,2,824.91,25.3,PURCHASE,2,1232.41554
OI000483,O000768,P00064,4,4022.68,29.6,PURCHASE,4,11327.86688
OI000484,O000076,P00259,-4,22305.29,21.7,RETURN,4,-69860.16828000001
OI000485,O000603,P00406,4,18210.18,12.5,PURCHASE,4,63735.630000000005
OI000486,O000024,P00155,3,3080.41,38.8,PURCHASE,3,5655.63276
OI000487,O000440,P00048,2,16873.79,19.3,PURCHASE,2,27234.29706
OI000488,O000251,P00196,1,21853.97,38.1,PURCHASE,1,13527.60743
OI000489,O000464,P00115,5,11980.72,9.3,PURCHASE,5,54332.5652
OI000490,O000659,P00160,3,18934.42,3.3,PURCHASE,3,54928.75241999999
OI000491,O000502,P00304,2,12155.53,33.5,PURCHASE,2,16166.854900000002
OI000492,O000779,P00120,1,7635.51,12.5,PURCHASE,1,6681.07125
OI000493,O000330,P00353,5,26155.69,10.7,PURCHASE,5,116785.15585
OI000494,O000501,P00280,4,19595.06,12.9,PURCHASE,4,68269.18904
OI000495,O000758,P00376,1,12828.49,3.1,PURCHASE,1,12430.80681
OI000496,O000533,P00384,1,13184.28,38.9,PURCHASE,1,8055.59508
OI000497,O000175,P00321,5,22494.9,21.9,PURCHASE,5,87842.5845
OI000498,O000446,P00151,3,18491.5,14.9,PURCHASE,3,47208.7995
OI000499,O000536,P00351,2,28564.66,14.9,PURCHASE,2,48617.05132
OI000500,O000216,P00480,3,21631.89,34.1,PURCHASE,3,42766.246530000004
OI000501,O000486,P00006,3,4595.44,2.7,PURCHASE,3,13414.08936
OI000502,O000193,P00103,1,9997.95,2.4,PURCHASE,1,9757.9992
OI000503,O000359,P00326,5,10414.23,0.6,PURCHASE,5,51758.723099999996
OI000504,O000437,P00300,3,23032.97,37.4,PURCHASE,3,43255.91766
OI000505,O000208,P00040,5,21946.68,11.2,PURCHASE,5,97443.2592
OI000506,O000535,P00301,4,23182.16,23.7,PURCHASE,4,70751.95232
OI000507,O000631,P00343,4,179.86,9.3,PURCHASE,4,652.5320800000001
OI000508,O000630,P00076,2,26250.96,12.9,PURCHASE,2,45729.17232
OI000509,O000524,P00414,4,14203.5,12.1,PURCHASE,4,49939.506
OI000510,O000403,P00194,4,10714.25,33.5,PURCHASE,4,28499.905000000002
OI000511,O000620,P00432,2,28370.15,33.3,PURCHASE,2,37845.7801
OI000512,O000574,P00227,4,7591.12,4.8,PURCHASE,4,28906.984959999998
OI000513,O000183,P00013,3,23145.27,13.8,PURCHASE,3,59853.66822
OI000514,O000196,P00196,3,22454.09,0.4,PURCHASE,3,67092.82092
OI000515,O000006,P00301,3,27340.12,36.6,PURCHASE,3,52000.908240000004
OI000516,O000280,P00018,3,12008.99,39.8,PURCHASE,3,21688.235940000002
OI000517,O000059,P00498,5,25909.24,37.1,PURCHASE,5,81484.5598
OI000518,O000503,P00089,4,19461.7,21.8,PURCHASE,4,60876.19760000001
OI000519,O000628,P00458,2,5389.54,34.0,PURCHASE,2,7114.192799999999
OI000520,O000123,P00029,4,1963.53,3.9,PURCHASE,4,7547.809319999999
OI000521,O000199,P00336,5,10046.68,26.9,PURCHASE,5,36720.6154
OI000522,O000174,P00464,5,11051.07,0.6,PURCHASE,5,54923.8179
OI000523,O000684,P00343,1,24768.92,20.1,PURCHASE,1,19790.367079999996
OI000524,O000455,P00023,3,20692.63,16.4,PURCHASE,3,51897.11604
OI000525,O000004,P00160,3,3619.67,18.7,PURCHASE,3,8828.37513
OI000526,O000475,P00046,1,5556.78,3.5,PURCHASE,1,5362.2927
OI000527,O000021,P00393,2,6604.02,15.0,PURCHASE,2,11226.834
OI000528,O000253,P00158,2,22169.5,12.4,PURCHASE,2,38840.964
OI000529,O000286,P00072,5,6856.22,7.5,PURCHASE,5,31710.0175
OI000530,O000303,P00133,4,14747.58,23.1,PURCHASE,4,45363.55608
OI000531,O000461,P00425,2,25058.25,15.4,PURCHASE,2,42398.559
OI000532,O000720,P00223,3,20492.33,11.5,PURCHASE,3,54407.136150000006
OI000533,O000565,P00425,3,23224.93,10.3,PURCHASE,3,62498.28663000001
OI000534,O000119,P00265,2,14070.68,12.9,PURCHASE,2,24511.12456
OI000535,O000035,P00166,1,26092.94,0.3,PURCHASE,1,26014.66118
OI000536,O000664,P00463,1,10804.34,6.5,PURCHASE,1,10102.057900000002
OI000537,O000450,P00415,5,17321.36,17.4,PURCHASE,5,71537.21680000001
OI000538,O000259,P00371,3,14528.47,16.0,PURCHASE,3,36611.744399999996
OI000539,O000240,P00391,5,12834.24,10.8,PURCHASE,5,57240.710399999996
OI000540,O000168,P00263,2,26609.2,38.6,PURCHASE,2,32676.0976
OI000541,O000582,P00385,2,10061.1,38.4,PURCHASE,2,12395.2752
OI000542,O000785,P00073,3,5043.73,0.0,PURCHASE,3,15131.189999999999
OI000543,O000309,P00158,1,25747.09,17.5,PURCHASE,1,21241.34925
OI000544,O000569,P00433,-3,4863.96,4.0,RETURN,3,-14008.204800000001
OI000545,O000218,P00468,4,24957.28,28.2,PURCHASE,4,71677.30816
OI000546,O000132,P00163,2,9880.64,11.3,PURCHASE,2,17528.25536
OI000547,O000612,P00202,5,14700.45,29.6,PURCHASE,5,51745.583999999995
OI000548,O000624,P00092,2,10261.54,32.9,PURCHASE,2,13770.986680000002
OI000549,O000080,P00331,2,5720.32,8.4,PURCHASE,2,10479.62624
OI000550,O000670,P00093,4,9401.65,27.0,PURCHASE,4,27452.818
OI000551,O000432,P00092,2,15568.72,4.3,PURCHASE,2,29798.530079999997
OI000552,O000751,P00052,4,465.51,12.8,PURCHASE,4,1623.69888
OI000553,O000466,P00006,4,20138.83,16.9,PURCHASE,4,66941.47092
OI000554,O000760,P00325,1,24092.31,18.0,PURCHASE,1,19755.6942
OI000555,O000344,P00433,5,3439.0,7.2,PURCHASE,5,15956.96
OI000556,O000691,P00041,-2,28451.22,28.3,RETURN,2,-40799.04948
OI000557,O000630,P00373,4,13996.42,1.6,PURCHASE,4,55089.90912
OI000558,O000052,P00456,5,7644.57,13.5,PURCHASE,5,33062.76525
OI000559,O000556,P00137,2,12570.1,17.9,PURCHASE,2,20640.104199999998
OI000560,O000115,P00183,1,11946.82,7.0,PURCHASE,1,11110.542599999999
OI000561,O000149,P00325,4,8313.42,38.9,PURCHASE,4,20317.99848
OI000562,O000751,P00421,5,1315.17,13.1,PURCHASE,5,5714.41365
OI000563,O000742,P00327,1,29409.97,3.2,PURCHASE,1,28468.85096
OI000564,O000433,P00206,1,22428.33,28.9,PURCHASE,1,15946.542630000004
OI000565,O000444,P00495,1,17169.76,39.8,PURCHASE,1,10336.195520000001
OI000566,O000250,P00356,1,14240.26,30.4,PURCHASE,1,9911.220959999999
OI000567,O000797,P00096,3,1467.69,15.9,PURCHASE,3,3702.9818699999996
OI000568,O000006,P00209,-2,12488.31,5.2,RETURN,2,-23677.835759999998
OI000569,O000651,P00163,1,640.38,13.0,PURCHASE,1,557.1306
OI000570,O000730,P00312,4,19079.7,13.2,PURCHASE,4,66244.7184
OI000571,O000013,P00176,3,24696.6,6.1,PURCHASE,3,69570.3222
OI000572,O000546,P00358,2,7745.21,1.3,PURCHASE,2,15289.04454
OI000573,O000647,P00250,5,2584.45,29.9,PURCHASE,5,9058.49725
OI000574,O000769,P00162,4,983.98,25.0,PURCHASE,4,2951.94
OI000575,O000442,P00213,1,8588.24,29.8,PURCHASE,1,6028.944479999999
OI000576,O000551,P00068,4,25505.08,3.9,PURCHASE,4,98041.52752
OI000577,O000585,P00149,2,23029.55,39.4,PURCHASE,2,27911.814600000005
OI000578,O000361,P00385,2,18017.53,12.8,PURCHASE,2,31422.57232
OI000579,O000704,P00492,3,16022.0,9.0,PURCHASE,3,43740.060000000005
OI000580,O000294,P00423,4,26212.92,100.0,PURCHASE,4,0.0
OI000581,O000672,P00089,1,19627.82,39.0,PURCHASE,1,11972.9702
OI000582,O000634,P00115,2,15150.5,3.2,PURCHASE,2,29331.368
OI000583,O000024,P00167,5,17122.25,18.9,PURCHASE,5,69430.72375
OI000584,O000761,P00308,4,25916.8,34.0,PURCHASE,4,68420.35199999998
OI000585,O000246,P00090,4,27649.43,12.9,PURCHASE,4,96330.61412
OI000586,O000212,P00296,4,20541.77,17.7,PURCHASE,4,67623.50684
OI000587,O000473,P00257,1,25152.48,34.9,PURCHASE,1,16374.26448
OI000588,O000740,P00493,-1,1066.44,27.1,RETURN,1,-777.43476
OI000589,O000395,P00037,4,26512.38,21.5,PURCHASE,4,83248.8732
OI000590,O000547,P00366,1,24849.84,2.4,PURCHASE,1,24253.44384
OI000591,O000743,P00394,1,21527.08,20.5,PURCHASE,1,17114.0286
OI000592,O000128,P00054,2,22762.42,23.2,PURCHASE,2,34963.077119999994
OI000593,O000376,P00212,3,7367.75,19.3,PURCHASE,3,17837.32275
OI000594,O000711,P00038,4,14798.15,9.8,PURCHASE,4,53391.7252
OI000595,O000456,P00170,4,17090.11,23.8,PURCHASE,4,52090.65528
OI000596,O000296,P00014,2,16949.83,28.6,PURCHASE,2,24204.35724
OI000597,O000582,P00325,3,13251.88,11.8,PURCHASE,3,35064.47448
OI000598,O000151,P00312,3,7793.44,9.1,PURCHASE,3,21252.71088
OI000599,O000152,P00300,1,21662.07,29.8,PURCHASE,1,15206.77314
OI000600,O000634,P00461,2,19351.16,23.5,PURCHASE,2,29607.2748
OI000601,O000388,P00444,4,26136.39,19.3,PURCHASE,4,84368.26692
OI000602,O000685,P00485,1,9348.32,9.0,PURCHASE,1,8506.9712
OI000603,O000123,P00333,2,13833.72,36.5,PURCHASE,2,17568.824399999998
OI000604,O000537,P00460,2,10970.45,1.3,PURCHASE,2,21655.6683
OI000605,O000520,P00035,3,16089.14,29.7,PURCHASE,3,33931.99626
OI000606,O000058,P00229,5,7416.3,31.9,PURCHASE,5,25252.501500000002
OI000607,O000251,P00117,4,29383.39,10.6,PURCHASE,4,105075.00264
OI000608,O000751,P00426,1,4063.21,12.1,PURCHASE,1,3571.5615900000003
OI000609,O000780,P00298,4,16154.32,31.3,PURCHASE,4,44392.07136
OI000610,O000202,P00245,1,14333.47,4.0,PURCHASE,1,13760.131199999998
OI000611,O000308,P00292,1,25848.06,4.5,PURCHASE,1,24684.8973
OI000612,O000200,P00302,5,29767.91,10.1,PURCHASE,5,133806.75545
OI000613,O000647,P00091,3,15474.59,38.1,PURCHASE,3,28736.31363
OI000614,O000255,P00175,3,15141.56,25.0,PURCHASE,3,34068.51
OI000615,O000187,P00250,1,29233.2,18.8,PURCHASE,1,23737.3584
OI000616,O000443,P00345,3,25874.69,13.7,PURCHASE,3,66989.57241
OI000617,O000199,P00399,1,6475.17,20.1,PURCHASE,1,5173.66083
OI000618,O000106,P00351,3,6387.73,26.9,PURCHASE,3,14008.29189
OI000619,O000406,P00403,2,18342.68,6.3,PURCHASE,2,34374.18232
OI000620,O000670,P00305,4,8154.56,37.3,PURCHASE,4,20451.63648
OI000621,O000311,P00190,2,21828.62,33.2,PURCHASE,2,29163.036319999996
OI000622,O000577,P00202,-4,28205.62,2.2,RETURN,4,-110340.38544
OI000623,O000144,P00500,4,682.44,28.2,PURCHASE,4,1959.96768
OI000624,O000302,P00427,-3,12882.2,15.3,RETURN,3,-32733.670200000004
OI000625,O000221,P00317,5,8291.49,3.0,PURCHASE,5,40213.7265
OI000626,O000739,P00304,4,28406.57,31.2,PURCHASE,4,78174.88063999999
OI000627,O000724,P00250,2,18240.47,15.0,PURCHASE,2,31008.799000000003
OI000628,O000283,P00276,3,8598.64,18.9,PURCHASE,3,20920.49112
OI000629,O000794,P00376,4,26231.12,23.6,PURCHASE,4,80162.30271999999
OI000630,O000449,P00126,3,22907.34,10.4,PURCHASE,3,61574.92992
OI000631,O000023,P00072,1,21007.61,29.6,PURCHASE,1,14789.35744
OI000632,O000792,P00229,2,14102.96,18.4,PURCHASE,2,23016.03072
OI000633,O000721,P00133,3,27987.17,5.6,PURCHASE,3,79259.66544
OI000634,O000499,P00409,1,1902.56,39.6,PURCHASE,1,1149.14624
OI000635,O000033,P00492,5,9879.39,21.6,PURCHASE,5,38727.2088
OI000636,O000069,P00377,1,29229.4,31.2,PURCHASE,1,20109.8272
OI000637,O000090,P00294,4,29789.2,30.1,PURCHASE,4,83290.60320000001
OI000638,O000284,P00239,4,29831.06,6.1,PURCHASE,4,112045.46136000002
OI000639,O000590,P00174,4,20808.33,32.8,PURCHASE,4,55932.79104000001
OI000640,O000589,P00151,1,11759.43,0.3,PURCHASE,1,11724.15171
OI000641,O000229,P00300,3,19643.02,8.0,PURCHASE,3,54214.7352
OI000642,O000733,P00445,5,23212.46,8.2,PURCHASE,5,106545.1914
OI000643,O000617,P00484,1,16248.28,38.2,PURCHASE,1,10041.43704
OI000644,O000236,P00337,2,4982.34,39.6,PURCHASE,2,6018.66672
OI000645,O000791,P00182,1,26976.5,17.6,PURCHASE,1,22228.636
OI000646,O000455,P00445,2,13459.69,16.0,PURCHASE,2,22612.2792
OI000647,O000128,P00048,2,17391.28,20.7,PURCHASE,2,27582.570079999998
OI000648,O000501,P00380,5,29861.19,16.6,PURCHASE,5,124521.16229999998
OI000649,O000520,P00185,4,3448.57,18.3,PURCHASE,4,11269.92676
OI000650,O000410,P00493,1,28377.38,33.5,PURCHASE,1,18870.957700000003
OI000651,O000308,P00118,1,24324.07,35.0,PURCHASE,1,15810.6455
OI000652,O000748,P00332,3,25437.7,7.1,PURCHASE,3,70894.8699
OI000653,O000144,P00356,4,1929.33,32.1,PURCHASE,4,5240.060280000001
OI000654,O000381,P00317,4,12635.25,7.0,PURCHASE,4,47003.13
OI000655,O000685,P00093,3,3370.81,6.5,PURCHASE,3,9455.12205
OI000656,O000641,P00192,3,951.5,1.0,PURCHASE,3,2825.955
OI000657,O000753,P00447,2,1490.33,15.1,PURCHASE,2,2530.58034
OI000658,O000162,P00052,1,6758.72,16.8,PURCHASE,1,5623.25504
OI000659,O000476,P00213,5,25721.78,100.0,PURCHASE,5,0.0
OI000660,O000264,P00066,3,11030.92,24.5,PURCHASE,3,24985.0338
OI000661,O000767,P00426,5,6657.4,5.2,PURCHASE,5,31556.075999999997
OI000662,O000085,P00381,1,8540.76,24.6,PURCHASE,1,6439.73304
OI000663,O000748,P00338,3,29221.31,26.7,PURCHASE,3,64257.660690000004
OI000664,O000274,P00390,2,11305.64,5.8,PURCHASE,2,21299.825759999996
OI000665,O000766,P00464,4,23846.43,39.2,PURCHASE,4,57994.51776
OI000666,O000244,P00083,4,17205.39,19.4,PURCHASE,4,55470.17736
OI000667,O000592,P00208,4,13650.49,10.5,PURCHASE,4,48868.7542
OI000668,O000672,P00394,5,10183.91,35.7,PURCHASE,5,32741.270650000002
OI000669,O000500,P00396,5,2985.45,34.2,PURCHASE,5,9822.1305
OI000670,O000375,P00219,1,3874.22,9.1,PURCHASE,1,3521.6659799999998
OI000671,O000564,P00365,3,10493.96,18.1,PURCHASE,3,25783.659719999996
OI000672,O000517,P00094,4,26580.17,20.4,PURCHASE,4,84631.26127999999
OI000673,O000795,P00009,2,10682.7,24.0,PURCHASE,2,16237.704000000002
OI000674,O000538,P00025,5,6989.66,37.9,PURCHASE,5,21702.8943
OI000675,O000103,P00349,2,25782.33,9.1,PURCHASE,2,46872.27594000001
OI000676,O000554,P00483,5,6145.66,2.0,PURCHASE,5,30113.734
OI000677,O000400,P00462,5,26822.96,18.7,PURCHASE,5,109035.33239999998
OI000678,O000001,P00039,3,20076.79,8.4,PURCHASE,3,55171.01892
OI000679,O000069,P00031,4,14479.87,6.4,PURCHASE,4,54212.63328
OI000680,O000249,P00201,2,11790.89,7.7,PURCHASE,2,21765.98294
OI000681,O000283,P00072,4,22215.68,37.8,PURCHASE,4,55272.61184000001
OI000682,O000689,P00142,-3,3607.03,12.4,RETURN,3,-9479.27484
OI000683,O000483,P00119,4,3833.45,29.7,PURCHASE,4,10779.6614
OI000684,O000773,P00467,3,28489.69,1.6,PURCHASE,3,84101.56487999999
OI000685,O000642,P00239,4,26299.65,27.7,PURCHASE,4,76058.58780000001
OI000686,O000231,P00268,1,21979.6,38.4,PURCHASE,1,13539.433599999998
OI000687,O000681,P00254,4,19177.99,34.6,PURCHASE,4,50169.62184
OI000688,O000283,P00464,3,9932.01,26.7,PURCHASE,3,21840.48999
OI000689,O000014,P00052,4,14899.78,23.6,PURCHASE,4,45533.72768
OI000690,O000800,P00424,4,25138.62,15.0,PURCHASE,4,85471.30799999999
OI000691,O000392,P00022,5,25162.35,25.7,PURCHASE,5,93478.13025
OI000692,O000783,P00123,3,21308.23,24.2,PURCHASE,3,48454.91502
OI000693,O000041,P00178,4,17243.01,20.9,PURCHASE,4,54556.88364
OI000694,O000644,P00382,4,866.65,22.7,PURCHASE,4,2679.6818
OI000695,O000102,P00150,4,21898.82,34.0,PURCHASE,4,57812.88479999999
OI000696,O000353,P00181,2,23532.92,13.0,PURCHASE,2,40947.28079999999
OI000697,O000788,P00407,2,23147.19,21.9,PURCHASE,2,36155.91078
OI000698,O000357,P00400,2,25713.73,13.4,PURCHASE,2,44536.18036
OI000699,O000234,P00163,3,21686.03,25.6,PURCHASE,3,48403.21896
OI000700,O000191,P00388,4,25693.68,19.4,PURCHASE,4,82836.42432
OI000701,O000371,P00387,2,9750.52,4.5,PURCHASE,2,18623.4932
OI000702,O000718,P00329,5,16841.65,7.1,PURCHASE,5,78229.46425
OI000703,O000096,P00047,5,19929.39,34.1,PURCHASE,5,65667.34005
OI000704,O000363,P00204,2,3198.42,38.2,PURCHASE,2,3953.24712
OI000705,O000301,P00315,5,9782.71,9.0,PURCHASE,5,44511.3305
OI000706,O000159,P00342,-3,6811.61,27.8,RETURN,3,-14753.947259999999
OI000707,O000451,P00332,2,8974.11,38.6,PURCHASE,2,11020.20708
OI000708,O000450,P00213,5,17085.76,16.5,PURCHASE,5,71333.04799999998
OI000709,O000643,P00295,4,21231.7,39.3,PURCHASE,4,51550.5676
