order_id,customer_id,order_date,status,region_code,is_guest_order
O000397,C00348,2023-08-25 13:13:33,RETURNED,EAST,0
O000398,C00299,2023-01-07 07:21:13,DELIVERED,SOUTH,0
O000399,C00032,2023-10-14 18:48:48,RETURNED,NORTH,0
O000400,C00421,2023-10-07 00:48:19,DELIVERED,NORTH,0
O000401,C00360,2024-04-03 09:27:07,DELIVERED,WEST,0
O000402,C00223,2024-02-28 09:45:02,SHIPPED,SOUTH,0
O000403,C00197,2024-10-17 00:46:01,CANCELLED,SOUTH,0
O000404,C00447,2024-06-04 10:56:13,PLACED,NORTH,0
O000405,C00454,2024-01-14 00:46:13,RETURNED,SOUTH,0
O000406,C00329,2024-09-17 23:50:26,DELIVERED,CENTRAL,0
O000407,C00320,2023-05-20 15:39:57,DELIVERED,WEST,0
O000408,C00116,2023-05-25 07:23:45,PLACED,WEST,0
O000409,C00122,2024-07-07 03:03:55,DELIVERED,CENTRAL,0
O000410,C00018,2023-01-30 09:51:19,DELIVERED,NORTH,0
O000411,C00493,2024-06-20 07:48:07,DELIVERED,CENTRAL,0
O000412,C00385,2024-08-27 23:11:08,DELIVERED,CENTRAL,0
O000413,C00046,2023-07-10 11:26:34,DELIVERED,NORTH,0
O000414,C00277,2024-09-11 21:37:46,DELIVERED,EAST,0
O000415,C00006,2023-12-31 04:20:53,CANCELLED,CENTRAL,0
O000416,C00216,2023-10-02 02:48:13,DELIVERED,EAST,0
O000417,C00356,2024-12-17 19:26:29,DELIVERED,CENTRAL,0
O000418,C00323,2024-01-03 12:21:05,DELIVERED,EAST,0
O000419,C00320,2023-01-22 04:52:23,PLACED,CENTRAL,0
O000420,C00402,2023-08-04 19:28:37,DELIVERED,EAST,0
O000421,C00008,2024-07-29 21:14:29,SHIPPED,CENTRAL,0
O000422,C00338,2023-12-13 22:13:06,SHIPPED,SOUTH,0
O000423,C00410,2024-02-14 15:14:26,DELIVERED,NORTH,0
O000424,C00305,2024-12-26 09:56:16,CANCELLED,WEST,0
O000425,C00122,2024-05-28 03:43:51,DELIVERED,SOUTH,0
O000426,C00432,2023-09-26 00:00:00,DELIVERED,NORTH,0
O000427,C00238,2023-11-06 17:08:30,DELIVERED,CENTRAL,0
O000428,C00350,2024-07-02 01:28:58,DELIVERED,CENTRAL,0
O000429,C00007,2023-08-13 07:28:37,DELIVERED,EAST,0
O000430,C00350,2023-02-01 20:37:25,DELIVERED,EAST,0
O000431,C00222,2024-04-19 04:16:32,CANCELLED,EAST,0
O000432,C00411,2023-03-18 08:00:43,DELIVERED,WEST,0
O000433,C00384,2023-07-07 19:25:19,DELIVERED,SOUTH,0
O000434,C00347,2024-06-20 03:43:14,DELIVERED,NORTH,0
O000435,C00426,2023-02-22 00:00:00,PLACED,NORTH,0
O000436,C00180,2023-06-20 10:13:00,DELIVERED,NORTH,0
O000437,UNKNOWN,2023-03-13 00:00:00,DELIVERED,SOUTH,1
O000438,C00327,2023-04-05 14:19:57,SHIPPED,CENTRAL,0
O000439,C00337,2024-08-16 07:20:26,DELIVERED,SOUTH,0
O000440,C00357,2023-05-24 02:54:40,DELIVERED,NORTH,0
O000441,C00473,2023-08-03 16:09:46,DELIVERED,EAST,0
O000442,C00400,2023-02-27 11:24:18,PLACED,WEST,0
O000443,C00031,2023-07-20 13:54:59,DELIVERED,WEST,0
O000444,C00476,2023-06-05 20:44:36,SHIPPED,WEST,0
O000445,C00277,2024-08-20 01:44:35,DELIVERED,NORTH,0
O000446,C00367,2023-07-21 04:02:24,PLACED,CENTRAL,0
O000447,C00398,2023-12-13 00:00:00,DELIVERED,NORTH,0
O000448,C00341,2023-10-31 07:08:45,DELIVERED,WEST,0
O000449,C00264,2024-07-03 14:43:31,DELIVERED,WEST,0
O000450,C00373,2024-08-29 13:43:17,PLACED,SOUTH,0
O000451,UNKNOWN,2024-06-19 08:45:43,DELIVERED,CENTRAL,1
O000452,C00184,2023-09-16 23:46:00,DELIVERED,NORTH,0
O000453,C00437,2023-09-22 03:13:47,DELIVERED,EAST,0
O000454,C00091,2024-03-06 00:00:00,DELIVERED,SOUTH,0
O000455,C00200,2024-11-27 07:14:19,DELIVERED,WEST,0
O000456,C00324,2023-12-07 04:36:31,SHIPPED,SOUTH,0
O000457,UNKNOWN,2024-04-05 13:18:14,DELIVERED,CENTRAL,1
O000458,C00256,2024-02-19 17:21:49,CANCELLED,NORTH,0
O000459,UNKNOWN,2023-02-13 12:55:50,DELIVERED,WEST,1
O000460,C00414,2024-05-22 20:38:46,DELIVERED,CENTRAL,0
O000461,C00297,2023-06-30 23:10:02,PLACED,SOUTH,0
O000462,C00010,2024-01-02 00:10:14,DELIVERED,SOUTH,0
O000463,C00067,2023-01-12 03:47:12,PLACED,EAST,0
O000464,C00050,2023-12-21 07:53:49,CANCELLED,NORTH,0
O000465,C00055,2023-03-30 16:27:48,DELIVERED,SOUTH,0
O000466,C00104,2023-11-28 01:09:27,CANCELLED,WEST,0
O000467,C00500,2024-06-15 08:19:54,SHIPPED,SOUTH,0
O000468,C00304,2023-05-15 17:17:54,SHIPPED,SOUTH,0
O000469,C00087,2024-06-24 19:53:39,SHIPPED,SOUTH,0
O000470,C00021,2023-04-14 14:12:48,CANCELLED,CENTRAL,0
O000471,C00081,2023-01-13 03:22:13,PLACED,NORTH,0
O000472,C00046,2024-07-02 22:36:42,CANCELLED,WEST,0
O000473,C00406,2024-08-23 01:36:45,SHIPPED,SOUTH,0
O000474,C00268,2023-12-16 20:25:16,RETURNED,CENTRAL,0
O000475,C00306,2023-05-20 19:27:06,DELIVERED,NORTH,0
O000476,C00401,2023-08-22 22:46:14,PLACED,SOUTH,0
O000477,C00272,2023-03-16 07:40:34,CANCELLED,CENTRAL,0
O000478,C00238,2024-08-21 08:00:57,SHIPPED,NORTH,0
O000479,C00408,2023-04-26 21:36:51,RETURNED,WEST,0
O000480,C00082,2024-06-04 12:21:50,PLACED,EAST,0
O000481,C00223,2023-07-15 06:05:45,CANCELLED,WEST,0
O000482,UNKNOWN,2024-07-29 00:00:00,DELIVERED,SOUTH,1
O000483,C00249,2024-02-04 22:30:03,CANCELLED,WEST,0
O000484,C00167,2023-11-22 11:57:41,DELIVERED,EAST,0
O000485,C00057,2023-09-11 07:32:43,SHIPPED,WEST,0
O000486,C00193,2024-11-23 08:15:02,DELIVERED,WEST,0
O000487,C00224,2023-04-23 13:54:04,DELIVERED,SOUTH,0
O000488,C00070,2023-12-22 12:53:44,DELIVERED,EAST,0
O000489,C00066,2023-01-25 22:17:11,PLACED,SOUTH,0
O000490,C00239,2023-12-23 04:31:50,DELIVERED,SOUTH,0
O000491,C00310,2023-05-02 18:44:32,DELIVERED,CENTRAL,0
O000492,C00296,2024-03-05 08:06:42,PLACED,CENTRAL,0
O000493,C00111,2024-04-04 11:52:00,DELIVERED,NORTH,0
O000494,C00377,2024-11-08 18:24:52,DELIVERED,CENTRAL,0
O000495,C00475,2024-04-04 15:25:21,CANCELLED,NORTH,0
O000496,C00023,2023-02-01 02:44:52,DELIVERED,CENTRAL,0
O000497,UNKNOWN,2024-02-17 12:49:35,CANCELLED,NORTH,1
O000498,C00124,2023-03-06 12:56:17,PLACED,WEST,0
O000499,C00068,2023-10-06 09:09:58,DELIVERED,NORTH,0
O000500,UNKNOWN,2024-06-03 15:43:39,DELIVERED,CENTRAL,1
O000501,C00013,2023-12-20 06:50:49,SHIPPED,WEST,0
O000502,C00447,2023-10-15 17:08:16,DELIVERED,NORTH,0
O000503,C00037,2023-10-26 22:40:10,DELIVERED,NORTH,0
O000504,C00386,2023-07-29 13:14:18,DELIVERED,CENTRAL,0
O000505,C00404,2024-06-15 19:05:02,CANCELLED,NORTH,0
O000506,C00466,2024-06-08 00:26:34,PLACED,WEST,0
O000507,C00317,2023-02-01 17:57:10,SHIPPED,CENTRAL,0
O000508,C00288,2024-07-04 23:00:09,SHIPPED,EAST,0
O000509,C00059,2024-05-19 02:57:09,RETURNED,CENTRAL,0
O000510,C00360,2023-06-12 22:50:35,DELIVERED,EAST,0
O000511,C00137,2024-01-27 03:09:00,DELIVERED,NORTH,0
O000512,C00232,2024-01-13 15:55:35,CANCELLED,WEST,0
O000513,C00348,2024-10-03 02:10:48,DELIVERED,CENTRAL,0
O000514,C00345,2024-06-22 10:36:53,RETURNED,NORTH,0
O000515,C00453,2023-12-22 15:23:32,DELIVERED,SOUTH,0
O000516,C00490,2023-03-01 18:24:06,DELIVERED,SOUTH,0
O000517,C00448,2023-06-08 15:36:38,DELIVERED,EAST,0
O000518,C00350,2024-02-25 13:04:44,DELIVERED,WEST,0
O000519,C00331,2023-01-17 16:27:32,PLACED,SOUTH,0
O000520,C00267,2024-05-15 17:33:27,DELIVERED,EAST,0
O000521,C00341,2024-06-25 06:28:43,DELIVERED,WEST,0
O000522,C00068,2024-11-28 17:11:19,SHIPPED,EAST,0
O000523,C00191,2023-08-12 19:26:10,PLACED,EAST,0
O000524,C00490,2023-05-10 05:13:56,SHIPPED,CENTRAL,0
O000525,C00499,2023-05-17 04:56:06,DELIVERED,SOUTH,0
O000526,C00060,2023-02-01 23:07:07,DELIVERED,WEST,0
O000527,C00095,2023-06-09 08:22:23,PLACED,EAST,0
O000528,C00076,2023-10-17 15:38:17,RETURNED,CENTRAL,0
O000529,C00472,2023-01-20 08:38:22,DELIVERED,SOUTH,0
O000530,C00476,2023-09-06 17:17:41,RETURNED,CENTRAL,0
O000531,C00170,2024-05-17 17:30:06,DELIVERED,EAST,0
O000532,C00387,2024-03-21 15:03:26,DELIVERED,WEST,0
O000533,C00058,2024-07-22 06:46:04,PLACED,CENTRAL,0
O000534,C00013,2023-11-08 22:55:27,SHIPPED,EAST,0
O000535,C00029,2024-04-17 08:45:36,DELIVERED,SOUTH,0
O000536,C00393,2023-08-04 20:56:16,PLACED,WEST,0
O000537,C00491,2023-03-09 20:49:26,DELIVERED,WEST,0
O000538,C00310,2024-02-02 08:05:31,CANCELLED,EAST,0
O000539,C00367,2024-10-25 04:03:41,DELIVERED,NORTH,0
O000540,C00180,2023-08-28 07:07:37,CANCELLED,NORTH,0
O000541,C00455,2023-12-12 00:52:03,DELIVERED,WEST,0
O000542,C00413,2024-07-19 10:54:57,DELIVERED,WEST,0
O000543,C00301,2024-04-09 10:19:46,SHIPPED,WEST,0
O000544,C00269,2023-09-18 12:37:16,RETURNED,WEST,0
O000545,C00210,2024-05-11 04:12:24,DELIVERED,CENTRAL,0
O000546,C00291,2024-08-09 14:45:49,SHIPPED,WEST,0
O000547,C00252,2023-02-02 19:16:42,DELIVERED,CENTRAL,0
O000548,C00287,2024-07-28 15:54:57,PLACED,NORTH,0
O000549,C00154,2024-05-12 12:48:52,DELIVERED,EAST,0
O000550,C00252,2024-12-05 07:51:01,SHIPPED,NORTH,0
O000551,C00253,2023-02-21 19:50:27,DELIVERED,WEST,0
O000552,C00445,2023-07-20 07:49:10,DELIVERED,NORTH,0
O000553,C00376,2024-03-22 00:00:00,DELIVERED,CENTRAL,0
O000554,C00164,2023-12-25 02:28:56,SHIPPED,SOUTH,0
O000555,C00185,2023-11-22 20:18:28,RETURNED,NORTH,0
O000556,C00272,2024-05-11 06:49:35,DELIVERED,SOUTH,0
O000557,C00307,2024-08-07 14:00:44,DELIVERED,EAST,0
O000558,C00351,2024-09-13 06:47:30,DELIVERED,EAST,0
O000559,C00297,2023-10-01 02:50:47,PLACED,CENTRAL,0
O000560,C00399,2024-01-12 15:10:22,RETURNED,SOUTH,0
O000561,C00080,2024-01-26 23:44:14,SHIPPED,CENTRAL,0
O000562,C00426,2024-02-13 06:52:43,DELIVERED,NORTH,0
O000563,C00470,2023-03-01 08:12:19,SHIPPED,NORTH,0
O000564,C00160,2024-06-20 18:07:07,CANCELLED,CENTRAL,0
O000565,C00497,2023-09-23 16:11:00,DELIVERED,NORTH,0
O000566,C00439,2024-06-23 05:39:02,SHIPPED,SOUTH,0
O000567,C00041,2023-11-26 22:56:25,DELIVERED,NORTH,0
O000568,UNKNOWN,2024-01-12 03:09:55,PLACED,NORTH,1
O000569,UNKNOWN,2024-05-27 11:21:19,PLACED,NORTH,1
O000570,C00023,2023-02-21 10:56:25,PLACED,NORTH,0
O000571,C00472,2024-04-12 10:12:55,CANCELLED,SOUTH,0
O000572,C00015,2023-03-12 12:14:56,DELIVERED,EAST,0
O000573,C00179,2023-10-01 13:32:41,DELIVERED,CENTRAL,0
O000574,C00292,2023-02-23 01:53:41,DELIVERED,NORTH,0
O000575,C00367,2023-05-29 18:42:16,SHIPPED,CENTRAL,0
O000576,UNKNOWN,2024-07-17 09:29:31,SHIPPED,CENTRAL,1
O000577,C00244,2023-10-12 15:21:57,SHIPPED,NORTH,0
O000578,C00182,2023-10-22 20:32:15,DELIVERED,WEST,0
O000579,C00161,2023-04-07 00:21:29,DELIVERED,WEST,0
O000580,C00361,2023-08-12 21:45:56,PLACED,EAST,0
O000581,C00198,2023-08-09 06:54:01,DELIVERED,WEST,0
O000582,C00209,2023-08-14 16:58:39,DELIVERED,NORTH,0
O000583,C00411,2024-01-05 11:15:29,DELIVERED,NORTH,0
O000584,C00252,2024-06-06 00:46:04,DELIVERED,NORTH,0
O000585,C00203,2023-11-08 04:10:40,RETURNED,SOUTH,0
O000586,C00500,2023-06-04 15:14:21,DELIVERED,WEST,0
O000587,C00430,2023-11-26 21:03:36,DELIVERED,CENTRAL,0
O000588,C00388,2024-09-05 05:12:40,RETURNED,EAST,0
O000589,C00309,2023-11-11 03:22:30,DELIVERED,SOUTH,0
O000590,C00056,2023-04-05 21:47:16,DELIVERED,SOUTH,0
O000591,UNKNOWN,2024-07-27 00:00:00,PLACED,NORTH,1
O000592,C00196,2024-04-14 14:15:40,SHIPPED,CENTRAL,0
O000593,C00390,2023-03-01 10:23:06,DELIVERED,WEST,0
O000594,C00104,2023-08-17 00:24:34,DELIVERED,EAST,0
O000595,C00415,2024-10-29 17:27:12,PLACED,NORTH,0
O000596,C00451,2024-12-11 15:42:07,DELIVERED,WEST,0
O000597,C00019,2023-01-26 12:33:03,DELIVERED,EAST,0
O000598,C00085,2024-01-17 17:50:38,DELIVERED,WEST,0
O000599,C00057,2024-03-17 20:13:47,DELIVERED,CENTRAL,0
O000600,C00244,2024-03-12 17:12:01,DELIVERED,WEST,0
O000601,C00303,2023-10-21 10:39:34,DELIVERED,EAST,0
O000602,C00015,2024-04-03 00:00:00,CANCELLED,EAST,0
O000603,C00299,2023-01-21 21:26:57,DELIVERED,WEST,0
O000604,C00177,2023-10-05 13:47:11,PLACED,SOUTH,0
O000605,C00332,2023-08-31 09:57:24,CANCELLED,NORTH,0
O000606,C00059,2023-09-20 05:12:47,DELIVERED,NORTH,0
O000607,C00443,2023-11-25 03:28:05,CANCELLED,EAST,0
O000608,UNKNOWN,2023-12-31 19:50:26,RETURNED,WEST,1
O000609,C00166,2024-03-20 16:53:38,DELIVERED,SOUTH,0
O000610,C00258,2024-09-22 06:39:29,DELIVERED,CENTRAL,0
O000611,C00497,2023-12-05 15:27:49,DELIVERED,NORTH,0
O000612,C00275,2023-06-16 06:44:32,PLACED,CENTRAL,0
O000613,C00116,2024-04-30 02:52:16,PLACED,CENTRAL,0
O000614,C00173,2023-08-01 07:53:30,CANCELLED,WEST,0
O000615,C00178,2024-09-10 00:01:25,CANCELLED,CENTRAL,0
O000616,C00222,2024-05-30 07:43:45,SHIPPED,WEST,0
O000617,C00264,2023-12-19 00:47:36,DELIVERED,NORTH,0
O000618,C00265,2024-11-01 02:04:35,DELIVERED,WEST,0
O000619,C00327,2024-02-18 18:36:29,CANCELLED,WEST,0
O000620,C00373,2024-05-01 00:00:00,SHIPPED,WEST,0
O000621,C00078,2024-08-02 18:31:45,DELIVERED,WEST,0
O000622,C00441,2024-10-06 20:19:03,DELIVERED,WEST,0
O000623,C00147,2024-05-16 19:06:28,DELIVERED,SOUTH,0
O000624,C00059,2023-04-27 11:29:56,SHIPPED,EAST,0
O000625,C00287,2023-12-05 18:06:24,CANCELLED,SOUTH,0
O000626,C00070,2023-01-23 15:14:37,CANCELLED,CENTRAL,0
O000627,C00437,2023-02-02 19:16:06,DELIVERED,NORTH,0
O000628,C00460,2023-03-07 04:33:36,DELIVERED,NORTH,0
O000629,C00209,2024-11-27 13:03:53,DELIVERED,NORTH,0
O000630,C00430,2024-07-16 12:42:31,SHIPPED,CENTRAL,0
O000631,C00478,2023-04-04 16:56:28,CANCELLED,CENTRAL,0
O000632,C00453,2023-03-12 02:21:33,SHIPPED,EAST,0
O000633,C00300,2024-07-26 15:04:54,DELIVERED,SOUTH,0
O000634,C00112,2023-04-23 01:32:06,SHIPPED,EAST,0
O000635,C00131,2024-11-01 05:37:14,DELIVERED,EAST,0
O000636,C00058,2023-09-03 19:48:00,DELIVERED,SOUTH,0
O000637,C00451,2024-09-01 03:54:46,DELIVERED,EAST,0
O000638,C00011,2024-05-16 07:04:58,DELIVERED,NORTH,0
O000639,C00404,2024-06-05 15:30:18,DELIVERED,EAST,0
O000640,C00359,2023-10-09 20:06:33,DELIVERED,CENTRAL,0
O000641,C00440,2023-12-10 14:59:09,CANCELLED,WEST,0
O000642,C00470,2023-07-18 11:29:35,RETURNED,SOUTH,0
O000643,C00441,2024-11-22 11:24:06,DELIVERED,EAST,0
O000644,C00393,2024-05-15 13:02:11,PLACED,NORTH,0
O000645,C00482,2024-01-17 21:48:02,DELIVERED,EAST,0
O000646,C00449,2024-12-14 10:56:31,CANCELLED,EAST,0
O000647,C00181,2023-11-23 21:35:43,CANCELLED,EAST,0
O000648,C00015,2024-08-14 00:00:00,DELIVERED,WEST,0
O000649,C00070,2023-01-03 09:20:13,DELIVERED,EAST,0
O000650,C00057,2023-05-03 14:01:24,DELIVERED,SOUTH,0
O000651,C00352,2023-11-15 16:50:54,DELIVERED,WEST,0
O000652,C00069,2023-07-22 11:25:30,DELIVERED,EAST,0
O000653,C00102,2023-03-07 13:18:37,SHIPPED,WEST,0
O000654,C00453,2024-03-19 00:51:02,RETURNED,CENTRAL,0
O000655,C00321,2023-06-27 15:24:43,RETURNED,SOUTH,0
O000656,C00437,2023-05-12 00:00:00,DELIVERED,CENTRAL,0
O000657,C00046,2023-10-13 18:31:43,DELIVERED,NORTH,0
O000658,C00223,2024-08-23 16:27:45,DELIVERED,WEST,0
O000659,C00366,2023-06-07 18:54:14,CANCELLED,EAST,0
O000660,C00254,2023-10-24 18:21:59,CANCELLED,CENTRAL,0
O000661,C00422,2023-08-08 18:53:30,SHIPPED,SOUTH,0
O000662,C00075,2023-01-23 08:22:11,DELIVERED,CENTRAL,0
O000663,C00128,2023-10-15 02:32:48,DELIVERED,NORTH,0
O000664,UNKNOWN,2023-04-14 11:07:11,RETURNED,WEST,1
O000665,C00366,2023-10-25 20:52:24,DELIVERED,EAST,0
O000666,C00286,2023-02-15 00:00:00,RETURNED,WEST,0
O000667,C00311,2024-12-30 14:13:48,CANCELLED,NORTH,0
O000668,UNKNOWN,2024-01-27 21:20:40,DELIVERED,WEST,1
O000669,C00068,2024-11-24 00:17:49,DELIVERED,EAST,0
O000670,C00253,2024-12-23 14:33:04,DELIVERED,NORTH,0
O000671,C00272,2023-12-03 06:23:37,SHIPPED,NORTH,0
O000672,C00256,2024-11-08 01:17:04,DELIVERED,EAST,0
O000673,C00145,2024-12-02 05:16:30,DELIVERED,EAST,0
O000674,C00224,2024-11-24 08:36:31,DELIVERED,WEST,0
O000675,C00078,2024-03-07 14:31:38,DELIVERED,WEST,0
O000676,C00077,2023-02-12 09:12:20,PLACED,EAST,0
O000677,C00240,2023-12-05 23:38:32,CANCELLED,WEST,0
O000678,UNKNOWN,2023-10-04 22:00:59,DELIVERED,WEST,1
O000679,C00434,2024-07-13 01:22:21,SHIPPED,NORTH,0
O000680,C00146,2023-05-21 07:39:09,DELIVERED,EAST,0
O000681,C00340,2024-03-30 21:49:05,RETURNED,NORTH,0
O000682,C00293,2023-05-21 06:02:50,PLACED,WEST,0
O000683,C00455,2023-09-13 00:00:00,DELIVERED,NORTH,0
O000684,C00303,2024-12-22 16:34:56,CANCELLED,SOUTH,0
O000685,UNKNOWN,2023-12-24 11:22:05,DELIVERED,WEST,1
O000686,C00138,2024-04-06 12:46:12,DELIVERED,NORTH,0
O000687,C00487,2023-12-18 22:26:00,DELIVERED,CENTRAL,0
O000688,C00442,2023-02-07 19:30:10,DELIVERED,NORTH,0
O000689,C00281,2024-04-12 19:31:40,DELIVERED,SOUTH,0
O000690,C00395,2024-11-03 06:22:42,PLACED,SOUTH,0
O000691,C00400,2023-11-09 13:12:34,DELIVERED,SOUTH,0
O000692,C00252,2024-09-14 05:35:39,CANCELLED,EAST,0
O000693,C00309,2023-04-12 23:21:39,PLACED,EAST,0
O000694,C00251,2023-12-12 23:38:54,DELIVERED,CENTRAL,0
O000695,C00047,2024-08-10 14:00:27,DELIVERED,SOUTH,0
O000696,C00219,2023-03-14 00:00:00,DELIVERED,WEST,0
O000697,C00332,2024-06-17 00:22:34,RETURNED,CENTRAL,0
O000698,C00269,2023-03-07 05:18:58,DELIVERED,WEST,0
O000699,C00066,2024-06-15 12:32:10,CANCELLED,CENTRAL,0
O000700,C00292,2023-02-07 01:43:10,CANCELLED,CENTRAL,0
O000701,C00218,2023-11-17 19:14:23,DELIVERED,CENTRAL,0
O000702,C00182,2023-07-17 22:56:18,DELIVERED,NORTH,0
O000703,C00339,2023-12-26 12:41:20,SHIPPED,WEST,0
O000704,UNKNOWN,2023-11-20 07:29:29,DELIVERED,CENTRAL,1
O000705,C00388,2024-06-04 14:32:58,CANCELLED,EAST,0
O000706,C00447,2024-09-21 03:36:23,SHIPPED,CENTRAL,0
O000707,C00345,2023-03-24 14:08:49,PLACED,WEST,0
O000708,C00088,2024-05-24 09:00:58,DELIVERED,CENTRAL,0
O000709,C00156,2024-04-25 09:39:50,DELIVERED,WEST,0
O000710,C00045,2023-04-08 03:50:13,SHIPPED,NORTH,0
O000711,C00097,2024-10-29 00:00:00,DELIVERED,SOUTH,0
O000712,C00224,2024-10-16 01:41:23,DELIVERED,SOUTH,0
O000713,C00395,2023-12-26 22:52:42,DELIVERED,NORTH,0
O000714,C00079,2024-07-27 19:52:45,RETURNED,WEST,0
O000715,UNKNOWN,2023-12-16 03:35:26,SHIPPED,CENTRAL,1
O000716,C00201,2023-02-09 13:15:29,SHIPPED,WEST,0
O000717,C00435,2024-01-21 00:34:39,DELIVERED,CENTRAL,0
O000718,C00019,2024-01-14 15:35:37,DELIVERED,CENTRAL,0
O000719,C00464,2024-09-26 08:11:26,SHIPPED,NORTH,0
O000720,C00217,2024-03-23 16:56:14,PLACED,WEST,0
O000721,C00060,2024-01-20 07:31:54,DELIVERED,WEST,0
O000722,C00011,2023-05-06 07:28:23,SHIPPED,EAST,0
O000723,C00260,2023-06-20 15:32:54,DELIVERED,CENTRAL,0
O000724,C00367,2024-05-25 06:35:14,CANCELLED,WEST,0
O000725,C00427,2024-06-06 19:37:45,DELIVERED,WEST,0
O000726,C00433,2023-05-06 20:22:44,DELIVERED,NORTH,0
O000727,C00067,2023-05-15 14:22:49,DELIVERED,NORTH,0
O000728,C00483,2024-01-19 11:42:09,SHIPPED,NORTH,0
O000729,C00184,2024-11-15 05:16:48,DELIVERED,SOUTH,0
O000730,C00458,2024-01-27 00:00:00,PLACED,WEST,0
O000731,C00117,2023-04-04 17:47:16,DELIVERED,EAST,0
O000732,C00394,2023-02-06 06:06:37,DELIVERED,SOUTH,0
O000733,C00448,2024-02-05 07:31:05,SHIPPED,NORTH,0
O000734,C00225,2024-09-12 14:11:42,CANCELLED,NORTH,0
O000735,C00401,2024-04-19 05:53:49,CANCELLED,NORTH,0
O000736,C00022,2024-01-30 00:51:51,DELIVERED,SOUTH,0
O000737,C00081,2024-07-19 17:24:52,DELIVERED,CENTRAL,0
O000738,C00446,2023-03-19 02:58:43,DELIVERED,SOUTH,0
O000739,C00104,2023-12-08 01:34:29,DELIVERED,NORTH,0
O000740,C00415,2024-01-03 21:43:28,DELIVERED,NORTH,0
O000741,C00367,2024-08-09 07:20:04,DELIVERED,SOUTH,0
O000742,C00386,2024-02-16 09:23:48,SHIPPED,WEST,0
O000743,C00210,2024-11-28 13:08:59,CANCELLED,EAST,0
O000744,C00227,2023-04-24 01:53:17,DELIVERED,CENTRAL,0
O000745,C00044,2023-09-20 18:26:12,RETURNED,SOUTH,0
O000746,C00202,2024-08-12 00:00:00,RETURNED,SOUTH,0
O000747,C00030,2024-05-05 14:01:05,DELIVERED,CENTRAL,0
O000748,C00215,2023-11-09 05:52:32,DELIVERED,EAST,0
O000749,C00161,2024-12-07 05:17:29,CANCELLED,CENTRAL,0
O000750,C00076,2024-06-27 22:26:46,DELIVERED,CENTRAL,0
O000751,C00317,2024-05-21 10:51:08,DELIVERED,WEST,0
O000752,C00452,2023-08-23 04:57:10,DELIVERED,WEST,0
O000753,C00379,2024-11-14 10:04:13,RETURNED,EAST,0
O000754,C00262,2024-03-04 14:02:01,DELIVERED,SOUTH,0
O000755,UNKNOWN,2024-11-22 12:45:19,DELIVERED,SOUTH,1
O000756,C00156,2024-07-18 07:06:50,DELIVERED,NORTH,0
O000757,C00133,2024-05-01 23:55:55,SHIPPED,NORTH,0
O000758,C00294,2024-07-26 00:00:00,DELIVERED,SOUTH,0
O000759,C00298,2024-03-15 07:29:47,RETURNED,CENTRAL,0
O000760,C00120,2023-09-30 02:45:27,DELIVERED,CENTRAL,0
O000761,C00366,2023-10-21 08:11:57,SHIPPED,EAST,0
O000762,C00099,2024-10-01 02:54:00,DELIVERED,SOUTH,0
O000763,C00425,2023-11-17 01:13:25,PLACED,SOUTH,0
O000764,C00229,2023-03-02 15:22:49,DELIVERED,CENTRAL,0
O000765,C00399,2023-11-03 15:16:43,DELIVERED,WEST,0
O000766,C00353,2024-12-24 03:45:41,DELIVERED,WEST,0
O000767,C00074,2024-01-28 20:31:56,DELIVERED,SOUTH,0
O000768,C00263,2024-11-01 12:33:00,DELIVERED,WEST,0
O000769,C00383,2023-05-02 19:42:13,DELIVERED,NORTH,0
O000770,C00210,2023-03-27 16:48:54,DELIVERED,NORTH,0
O000771,C00061,2023-10-16 12:39:12,DELIVERED,EAST,0
O000772,C00406,2023-04-21 23:16:42,DELIVERED,NORTH,0
O000773,C00157,2024-11-21 13:13:39,SHIPPED,WEST,0
O000774,UNKNOWN,2024-03-01 06:50:06,CANCELLED,WEST,1
O000775,C00159,2024-03-15 10:36:17,DELIVERED,WEST,0
O000776,C00369,2024-10-09 12:59:10,DELIVERED,CENTRAL,0
O000777,C00390,2023-12-16 11:17:30,SHIPPED,EAST,0
O000778,C00320,2024-05-31 03:13:15,DELIVERED,WEST,0
O000779,C00024,2024-06-04 17:58:44,DELIVERED,NORTH,0
O000780,C00363,2023-01-20 06:22:54,DELIVERED,EAST,0
O000781,C00064,2024-05-15 03:25:49,SHIPPED,CENTRAL,0
O000782,C00388,2023-02-11 01:38:59,DELIVERED,WEST,0
O000783,C00010,2023-04-04 10:14:27,DELIVERED,NORTH,0
O000784,C00106,2023-07-10 12:28:31,CANCELLED,CENTRAL,0
O000785,C00414,2024-02-19 09:58:42,DELIVERED,NORTH,0
O000786,C00479,2023-01-19 01:39:30,SHIPPED,NORTH,0
O000787,C00163,2023-10-24 17:12:03,SHIPPED,NORTH,0
O000788,C00147,2023-04-22 20:59:35,DELIVERED,SOUTH,0
O000789,C00209,2024-06-11 02:10:50,DELIVERED,EAST,0
O000790,C00366,2023-02-15 10:33:08,PLACED,SOUTH,0
O000791,C00166,2023-07-20 08:14:37,CANCELLED,NORTH,0
O000792,C00123,2024-08-07 04:47:20,SHIPPED,CENTRAL,0
O000793,C00198,2023-03-31 09:16:20,DELIVERED,CENTRAL,0
