order_item_id,order_id,product_id,quantity,unit_price,discount_percent
OI000582,O000634,P00115,2,15150.5,3.2
OI000583,O000024,P00167,5,17122.25,18.9
OI000584,O000761,P00308,4,25916.8,34.0
OI000585,O000246,P00090,4,27649.43,12.9
OI000586,O000212,P00296,4,20541.77,17.7
OI000587,O000473,P00257,1,25152.48,34.9
OI000588,O000740,P00493,-1,1066.44,27.1
OI000589,O000395,P00037,4,26512.38,21.5
OI000590,O000547,P00366,1,24849.84,2.4
OI000591,O000743,P00394,1,21527.08,20.5
OI000592,O000128,P00054,2,22762.42,23.2
OI000593,O000376,P00212,3,7367.75,19.3
OI000594,O000711,P00038,4,14798.15,9.8
OI000595,O000456,P00170,4,17090.11,23.8
OI000596,O000296,P00014,2,16949.83,28.6
OI000597,O000582,P00325,3,13251.88,11.8
OI000598,O000151,P00312,3,7793.44,9.1
OI000599,O000152,P00300,1,21662.07,29.8
OI000600,O000634,P00461,2,19351.16,23.5
OI000601,O000388,P00444,4,26136.39,19.3
OI000602,O000685,P00485,1,9348.32,9.0
OI000603,O000123,P00333,2,13833.72,36.5
OI000604,O000537,P00460,2,10970.45,1.3
OI000605,O000520,P00035,3,16089.14,29.7
OI000606,O000058,P00229,5,7416.3,31.9
OI000607,O000251,P00117,4,29383.39,10.6
OI000608,O000751,P00426,1,4063.21,12.1
OI000609,O000780,P00298,4,16154.32,31.3
OI000610,O000202,P00245,1,14333.47,4.0
OI000611,O000308,P00292,1,25848.06,4.5
OI000612,O000200,P00302,5,29767.91,10.1
OI000613,O000647,P00091,3,15474.59,38.1
OI000614,O000255,P00175,3,15141.56,25.0
OI000615,O000187,P00250,1,29233.2,18.8
OI000616,O000443,P00345,3,25874.69,13.7
OI000617,O000199,P00399,1,6475.17,20.1
OI000618,O000106,P00351,3,6387.73,26.9
OI000619,O000406,P00403,2,18342.68,6.3
OI000620,O000670,P00305,4,8154.56,37.3
OI000621,O000311,P00190,2,21828.62,33.2
OI000622,O000577,P00202,-4,28205.62,2.2
OI000623,O000144,P00500,4,682.44,28.2
OI000624,O000302,P00427,-3,12882.2,15.3
OI000625,O000221,P00317,5,8291.49,3.0
OI000626,O000739,P00304,4,28406.57,31.2
OI000627,O000724,P00250,2,18240.47,15.0
OI000628,O000283,P00276,3,8598.64,18.9
OI000629,O000794,P00376,4,26231.12,23.6
OI000630,O000449,P00126,3,22907.34,10.4
OI000631,O000023,P00072,1,21007.61,29.6
OI000632,O000792,P00229,2,14102.96,18.4
OI000633,O000721,P00133,3,27987.17,5.6
OI000634,O000499,P00409,1,1902.56,39.6
OI000635,O000033,P00492,5,9879.39,21.6
OI000636,O000069,P00377,1,29229.4,31.2
OI000637,O000090,P00294,4,29789.2,30.1
OI000638,O000284,P00239,4,29831.06,6.1
OI000639,O000590,P00174,4,20808.33,32.8
OI000640,O000589,P00151,1,11759.43,0.3
OI000641,O000229,P00300,3,19643.02,8.0
OI000642,O000733,P00445,5,23212.46,8.2
OI000643,O000617,P00484,1,16248.28,38.2
OI000644,O000236,P00337,2,4982.34,39.6
OI000645,O000791,P00182,1,26976.5,17.6
OI000646,O000455,P00445,2,13459.69,16.0
OI000647,O000128,P00048,2,17391.28,20.7
OI000648,O000501,P00380,5,29861.19,16.6
OI000649,O000520,P00185,4,3448.57,18.3
OI000650,O000410,P00493,1,28377.38,33.5
OI000651,O000308,P00118,1,24324.07,35.0
OI000652,O000748,P00332,3,25437.7,7.1
OI000653,O000144,P00356,4,1929.33,32.1
OI000654,O000381,P00317,4,12635.25,7.0
OI000655,O000685,P00093,3,3370.81,6.5
OI000656,O000641,P00192,3,951.5,1.0
OI000657,O000753,P00447,2,1490.33,15.1
OI000658,O000162,P00052,1,6758.72,16.8
OI000659,O000476,P00213,5,25721.78,124.3
OI000660,O000264,P00066,3,11030.92,24.5
OI000661,O000767,P00426,5,6657.4,5.2
OI000662,O000085,P00381,1,8540.76,24.6
OI000663,O000748,P00338,3,29221.31,26.7
OI000664,O000274,P00390,2,11305.64,5.8
OI000665,O000766,P00464,4,23846.43,39.2
OI000666,O000244,P00083,4,17205.39,19.4
OI000667,O000592,P00208,4,13650.49,10.5
OI000668,O000672,P00394,5,10183.91,35.7
OI000669,O000500,P00396,5,2985.45,34.2
OI000670,O000375,P00219,1,3874.22,9.1
OI000671,O000564,P00365,3,10493.96,18.1
OI000672,O000517,P00094,4,26580.17,20.4
OI000673,O000795,P00009,2,10682.7,24.0
OI000674,O000538,P00025,5,6989.66,37.9
OI000675,O000103,P00349,2,25782.33,9.1
OI000676,O000554,P00483,5,6145.66,2.0
OI000677,O000400,P00462,5,26822.96,18.7
OI000678,O000001,P00039,3,20076.79,8.4
OI000679,O000069,P00031,4,14479.87,6.4
OI000680,O000249,P00201,2,11790.89,7.7
OI000681,O000283,P00072,4,22215.68,37.8
OI000682,O000689,P00142,-3,3607.03,12.4
OI000683,O000483,P00119,4,3833.45,29.7
OI000684,O000773,P00467,3,28489.69,1.6
OI000685,O000642,P00239,4,26299.65,27.7
OI000686,O000231,P00268,1,21979.6,38.4
OI000687,O000681,P00254,4,19177.99,34.6
OI000688,O000283,P00464,3,9932.01,26.7
OI000689,O000014,P00052,4,14899.78,23.6
OI000690,O000800,P00424,4,25138.62,15.0
OI000691,O000392,P00022,5,25162.35,25.7
OI000692,O000783,P00123,3,21308.23,24.2
OI000693,O000041,P00178,4,17243.01,20.9
OI000694,O000644,P00382,4,866.65,22.7
OI000695,O000102,P00150,4,21898.82,34.0
OI000696,O000353,P00181,2,23532.92,13.0
OI000697,O000788,P00407,2,23147.19,21.9
OI000698,O000357,P00400,2,25713.73,13.4
OI000699,O000234,P00163,3,21686.03,25.6
OI000700,O000191,P00388,4,25693.68,19.4
OI000701,O000371,P00387,2,9750.52,4.5
OI000702,O000718,P00329,5,16841.65,7.1
OI000703,O000096,P00047,5,19929.39,34.1
OI000704,O000363,P00204,2,3198.42,38.2
OI000705,O000301,P00315,5,9782.71,9.0
OI000706,O000159,P00342,-3,6811.61,27.8
OI000707,O000451,P00332,2,8974.11,38.6
OI000708,O000450,P00213,5,17085.76,16.5
OI000709,O000643,P00295,4,21231.7,39.3
OI000710,O000380,P00187,2,10776.52,38.3
OI000711,O000720,P00127,5,2988.98,36.7
OI000712,O000549,P00161,1,18162.34,28.8
OI000713,O000568,P00421,2,17270.35,2.1
OI000714,O000447,P00034,-2,13509.2,26.0
OI000715,O000724,P00076,1,2055.84,28.8
OI000716,O000746,P00015,5,21156.11,37.7
OI000717,O000463,P00159,5,9209.37,9.3
OI000718,O000417,P00074,5,17647.49,34.5
OI000719,O000773,P00184,5,29322.88,24.6
OI000720,O000751,P00100,2,23234.65,39.6
OI000721,O000507,P00374,1,2915.43,16.1
OI000722,O000418,P00196,4,10364.53,3.8
OI000723,O000259,P00256,1,12102.69,9.1
OI000724,O000348,P00232,1,709.98,24.2
OI000725,O000383,P00049,-2,29555.35,0.5
OI000726,O000582,P00289,3,28675.78,7.5
OI000727,O000224,P00500,3,20527.11,6.2
OI000728,O000452,P00362,2,24449.41,17.8
OI000729,O000124,P00414,3,3322.47,27.3
OI000730,O000103,P00255,2,29920.52,36.8
OI000731,O000562,P00426,4,28325.93,26.7
OI000732,O000145,P00123,4,12188.11,14.3
OI000733,O000676,P00363,5,15643.33,26.5
OI000734,O000589,P00360,5,22732.01,25.7
OI000735,O000782,P00102,3,12846.94,17.4
OI000736,O000107,P00165,5,11725.38,19.9
OI000737,O000701,P00358,1,1344.81,37.9
OI000738,O000585,P00278,2,22203.79,21.4
OI000739,O000193,P00181,5,24779.29,34.9
OI000740,O000183,P00261,3,1437.15,8.6
OI000741,O000227,P00365,3,6187.89,8.3
OI000742,O000391,P00106,1,241.69,9.6
OI000743,O000182,P00200,2,25149.84,1.8
OI000744,O000685,P00133,4,21334.16,36.1
OI000745,O000670,P00378,3,405.8,32.9
OI000746,O000195,P00419,4,411.85,27.7
OI000747,O000132,P00340,2,3519.97,6.4
OI000748,O000550,P00168,2,7769.32,27.2
OI000749,O000550,P00147,3,7918.83,30.4
OI000750,O000207,P00487,1,14989.22,5.1
OI000751,O000112,P00058,2,11703.11,3.3
OI000752,O000447,P00316,3,4368.49,23.9
OI000753,O000786,P00499,2,21774.81,1.8
OI000754,O000257,P00472,2,6099.41,25.8
OI000755,O000299,P00259,1,18853.69,13.4
OI000756,O000452,P00036,2,8705.42,6.4
OI000757,O000115,P00351,1,16074.79,24.7
OI000758,O000380,P00020,2,20561.07,103.9
OI000759,O000581,P00062,2,1152.34,21.8
OI000760,O000488,P00480,5,8545.81,24.6
OI000761,O000700,P00252,5,29405.92,25.5
OI000762,O000466,P00275,3,8677.22,29.2
OI000763,O000264,P00452,2,726.02,32.2
OI000764,O000728,P00451,5,29625.93,5.0
OI000765,O000416,P00216,4,13624.12,38.1
OI000766,O000682,P00205,2,6256.86,8.7
OI000767,O000747,P00338,5,13954.94,34.5
OI000768,O000315,P00110,4,3348.64,26.1
OI000769,O000794,P00446,5,6062.35,13.5
OI000770,O000530,P00222,2,812.68,8.3
OI000771,O000764,P00349,5,19273.02,23.0
OI000772,O000325,P00240,2,4003.6,37.3
OI000773,O000628,P00272,1,23630.17,3.4
OI000774,O000055,P00170,1,27063.93,8.1
OI000775,O000068,P00186,5,17545.11,33.1
OI000776,O000297,P00156,1,4878.39,35.2
OI000777,O000634,P00210,2,18897.61,28.0
OI000778,O000256,P00500,1,4484.72,17.8
OI000779,O000391,P00243,4,23037.43,23.4
OI000780,O000452,P00300,5,26830.24,38.8
OI000781,O000348,P00044,3,4134.81,12.0
OI000782,O000685,P00101,3,23804.18,31.5
OI000783,O000507,P00009,5,12590.39,6.8
OI000784,O000287,P00267,1,27183.92,2.1
OI000785,O000460,P00222,3,22524.93,30.4
OI000786,O000565,P00017,2,27803.7,0.4
OI000787,O000205,P00464,4,1175.9,26.9
OI000788,O000525,P00438,4,10329.65,37.7
OI000789,O000501,P00145,3,13551.24,26.9
OI000790,O000522,P00459,-1,3942.92,30.5
OI000791,O000067,P00079,5,23388.41,34.5
OI000792,O000350,P00446,5,17524.37,38.6
OI000793,O000339,P00403,1,1779.38,5.5
OI000794,O000191,P00047,-1,23768.62,9.3
OI000795,O000329,P00321,5,24544.77,28.3
OI000796,O000481,P00148,5,1931.86,7.4
OI000797,O000203,P00135,2,17305.48,7.6
OI000798,O000193,P00096,3,6908.69,15.8
OI000799,O000423,P00260,3,7603.4,13.8
OI000800,O900005,P00145,2,1977.21,13.8
OI000801,O000441,P00041,-4,22353.63,3.5
OI000802,O000371,P00358,5,2069.78,10.5
OI000803,O000761,P00416,4,9077.39,19.6
OI000804,O000234,P00301,2,10651.56,18.6
OI000805,O000413,P00238,4,4348.28,30.0
OI000806,O000143,P00404,3,26120.49,6.0
OI000807,O000678,P00464,2,28386.68,8.7
OI000808,O000278,P00173,-2,11827.73,12.1
OI000809,O000234,P00098,4,15024.19,17.4
OI000810,O000682,P00031,3,2100.49,12.9
OI000811,O000241,P00266,4,12548.73,0.5
OI000812,O000646,P00160,5,3743.24,5.2
OI000813,O000706,P00443,2,29115.88,2.5
OI000814,O000215,P00484,3,27313.37,36.1
OI000815,O000488,P00403,3,17358.87,13.2
OI000816,O000330,P00401,5,6944.91,23.7
OI000817,O000501,P00289,4,9472.46,35.2
OI000818,O000330,P00042,5,18117.73,35.6
OI000819,O000461,P00200,2,8358.69,5.7
OI000820,O000253,P00115,1,24762.62,19.3
OI000821,O000328,P00249,3,16135.67,33.0
OI000822,O000612,P00310,1,1910.83,35.4
OI000823,O000255,P00405,4,24575.74,0.4
OI000824,O000026,P00015,4,14001.69,36.4
OI000825,O000569,P00081,5,9491.2,37.5
OI000826,O000622,P00233,3,3943.22,38.2
OI000827,O000566,P00245,3,24970.95,15.0
OI000828,O000332,P00203,2,25098.59,1.4
OI000829,O000583,P00021,5,21546.38,5.3
OI000830,O000156,P00053,5,21444.23,3.7
OI000831,O000084,P00212,3,14824.43,21.8
OI000832,O000406,P00356,2,2775.26,8.3
OI000833,O000268,P00117,2,20537.31,1.0
OI000834,O000491,P00022,1,7056.7,6.1
OI000835,O000331,P00199,-4,22989.55,19.7
OI000836,O000564,P00035,1,1176.57,9.2
OI000837,O000083,P00298,3,24888.2,15.9
OI000838,O900005,P00137,5,11713.75,33.4
OI000839,O000201,P00168,3,19548.83,18.1
OI000840,O000688,P00263,4,3469.54,15.5
OI000841,O000211,P00103,5,9028.43,27.6
OI000842,O000311,P00185,4,18820.92,22.7
OI000843,O000524,P00013,-3,24904.66,34.4
OI000844,O000398,P00369,3,11783.56,30.2
OI000845,O000612,P00147,2,3307.12,0.0
OI000846,O000012,P00485,3,9173.05,15.3
OI000847,O000055,P00189,2,29131.11,29.7
OI000848,O000670,P00012,3,26965.8,12.1
OI000849,O000210,P00062,1,27968.09,7.0
OI000850,O000467,P00446,5,8266.72,0.9
OI000851,O000709,P00079,2,20372.78,1.2
OI000852,O000423,P00090,1,1416.61,2.5
OI000853,O000289,P00369,4,8091.8,26.8
OI000854,O000707,P00230,1,1419.28,22.5
OI000855,O000720,P00251,2,22301.53,11.5
OI000856,O000484,P00279,2,27064.44,29.0
OI000857,O000655,P00178,4,12113.2,18.7
OI000858,O000689,P00385,4,12293.99,38.5
OI000859,O000141,P00171,3,13577.99,21.6
OI000860,O000352,P00260,2,16252.31,33.3
OI000861,O000143,P00418,2,11950.87,32.9
OI000862,O000558,P00022,5,220.81,37.4
OI000863,O000233,P00351,3,9832.07,33.5
OI000864,O000536,P00337,4,10598.92,16.3
OI000865,O000656,P00330,4,20848.89,30.1
OI000866,O000517,P00410,1,27483.73,27.8
OI000867,O000311,P00423,2,2987.96,32.6
OI000868,O000124,P00107,2,20446.4,2.7
OI000869,O000367,P00339,-4,17967.07,13.7
OI000870,O000635,P00302,4,17840.75,27.2
OI000871,O000360,P00016,3,25849.13,15.4
OI000872,O000706,P00301,5,28478.76,27.4
OI000873,O000500,P00389,1,16357.68,3.3
OI000874,O000097,P00233,4,7317.22,39.4
OI000875,O000796,P00361,4,12377.15,0.4
OI000876,O000800,P00015,5,15111.97,18.5
OI000877,O000549,P00335,1,3618.29,20.7
OI000878,O000167,P00021,3,12859.27,27.5
OI000879,O000494,P00249,-2,23294.63,32.3
OI000880,O000045,P00155,2,25980.41,23.3
OI000881,O000718,P00486,1,4262.24,29.6
OI000882,O000449,P00255,3,12956.21,28.3
OI000883,O000557,P00055,4,8439.18,22.3
OI000884,O000270,P00450,3,15262.7,9.7
OI000885,O000025,P00083,1,19972.76,17.8
OI000886,O000270,P00245,1,19722.25,23.3
OI000887,O000208,P00076,3,21074.07,0.4
OI000888,O000116,P00269,3,364.84,35.2
OI000889,O000492,P00411,2,14295.31,19.1
OI000890,O000649,P00322,5,2220.46,26.7
OI000891,O000779,P00035,4,29622.12,22.6
OI000892,O000641,P00186,2,12251.1,30.1
OI000893,O000405,P00015,2,27930.32,15.6
OI000894,O000767,P00465,2,28486.7,20.4
OI000895,O000651,P00081,2,8700.07,30.9
OI000896,O000068,P00288,1,23333.74,30.9
OI000897,O000288,P00238,3,16105.2,13.1
OI000898,O000524,P00250,4,25201.28,23.6
OI000899,O000614,P00339,5,10178.55,27.7
OI000900,O000632,P00324,1,8119.53,10.9
OI000901,O000321,P00475,3,17023.85,13.9
OI000902,O000531,P00347,4,17973.04,26.8
OI000903,O000143,P00411,3,20610.79,28.5
OI000904,O000474,P00298,5,21765.32,35.0
OI000905,O000649,P00426,3,19459.57,19.9
OI000906,O000278,P00478,5,10307.84,10.2
OI000907,O000386,P00417,5,197.69,7.6
OI000908,O000466,P00479,5,8385.04,22.7
OI000909,O000438,P00322,4,14343.41,15.5
OI000910,O000371,P00390,1,2201.37,4.3
OI000911,O000099,P00474,4,26750.22,22.7
OI000912,O000640,P00369,3,7296.34,8.8
OI000913,O000566,P00182,2,16655.94,12.7
OI000914,O000393,P00105,5,28638.75,3.6
OI000915,O000277,P00415,4,7461.17,16.3
OI000916,O000178,P00470,2,194.73,26.8
OI000917,O000396,P00229,2,25433.74,16.3
OI000918,O000394,P00436,5,788.5,30.6
OI000919,O000448,P00405,5,719.4,20.3
OI000920,O000211,P00191,2,18068.51,28.0
OI000921,O000213,P00112,3,8296.84,28.6
OI000922,O000481,P00492,1,16942.94,25.8
OI000923,O000023,P00200,5,11491.03,19.6
OI000924,O000092,P00224,3,8146.74,36.5
OI000925,O000225,P00438,5,18013.25,32.4
OI000926,O000374,P00025,2,27483.91,3.7
OI000927,O000082,P00269,3,8865.27,34.3
OI000928,O000235,P00210,3,2096.69,34.9
OI000929,O000759,P00091,3,28266.28,35.8
OI000930,O000201,P00309,1,3135.16,32.7
OI000931,O000474,P00284,3,4666.29,37.3
OI000932,O900003,P00393,3,719.47,20.2
OI000933,O000050,P00241,2,7333.57,24.4
OI000934,O000474,P00126,4,3385.3,9.9
OI000935,O000069,P00194,-2,13877.1,32.0
OI000936,O000555,P00372,4,14051.94,25.9
OI000937,O000592,P00368,4,15751.77,16.3
OI000938,O000038,P00106,1,11088.29,11.9
OI000939,O000385,P00154,-3,14667.93,30.0
OI000940,O000769,P00076,4,23736.68,30.0
OI000941,O000251,P00073,1,27119.54,10.1
OI000942,O000381,P00452,2,12532.42,2.1
OI000943,O000104,P00152,3,14006.17,15.5
OI000944,O000613,P00151,3,16593.04,1.6
OI000945,O000070,P00181,3,27667.36,6.6
OI000946,O000729,P00288,3,15334.25,25.2
OI000947,O000343,P00409,5,18691.0,11.4
OI000948,O000127,P00453,4,13058.9,20.6
OI000949,O000767,P00290,5,29047.07,37.3
OI000950,O000451,P00375,3,22887.05,7.9
OI000951,O000226,P00022,1,28611.43,7.8
OI000952,O000156,P00219,5,29713.75,8.4
OI000953,O000039,P00136,4,6650.92,36.6
OI000954,O000117,P00041,4,10347.84,29.1
OI000955,O000265,P00296,5,27049.65,29.7
OI000956,O000160,P00342,5,8441.04,23.8
OI000957,O000023,P00223,4,28204.21,12.0
OI000958,O000053,P00488,5,25907.46,4.3
OI000959,O000225,P00451,2,4682.42,3.9
OI000960,O000761,P00205,4,9042.63,9.7
OI000961,O000679,P00034,3,1801.4,16.2
OI000962,O000032,P00171,3,7146.9,35.2
OI000963,O000603,P00110,4,7129.83,9.7
OI000964,O000613,P00168,5,2578.06,3.3
OI000965,O900007,P00253,1,23828.32,27.9
OI000966,O000483,P00091,1,29512.66,14.7
OI000967,O000366,P00342,5,5040.12,12.4
OI000968,O000085,P00021,-5,27684.28,31.6
OI000969,O000503,P00056,3,18501.51,21.0
OI000970,O000067,P00237,5,4806.08,31.0
OI000971,O000230,P00353,3,25579.48,26.6
OI000972,O000368,P00488,5,19639.33,32.6
OI000973,O000317,P00342,3,13892.47,28.1
OI000974,O000121,P00076,1,3870.68,28.9
OI000975,O000328,P00297,2,13116.51,4.9
OI000976,O000566,P00374,5,21302.41,35.8
OI000977,O000401,P00099,3,1038.25,34.1
OI000978,O000510,P00238,4,25890.97,18.0
OI000979,O000725,P00217,3,22570.27,34.7
OI000980,O000169,P00489,3,14658.14,39.5
OI000981,O000246,P00263,5,8408.08,8.1
OI000982,O000010,P00324,3,24026.24,124.7
OI000983,O000514,P00104,2,20442.64,34.3
OI000984,O000401,P00456,5,18412.67,24.5
OI000985,O000041,P00233,5,16209.89,30.2
OI000986,O000418,P00302,1,26359.21,37.2
OI000987,O000237,P00473,3,6764.7,10.6
OI000988,O000235,P00343,5,8034.44,21.2
OI000989,O000461,P00123,-4,1528.14,3.0
OI000990,O000560,P00482,-4,26069.52,29.3
OI000991,O000788,P00308,1,17447.27,21.4
OI000992,O000241,P00474,4,9924.76,21.8
OI000993,O000082,P00169,2,718.66,5.2
OI000994,O000674,P00150,3,27188.04,8.2
OI000995,O000296,P00159,5,19206.78,3.0
OI000996,O000004,P00489,2,23133.15,30.3
OI000997,O000784,P00232,3,23003.39,31.2
OI000998,O000685,P00315,3,10752.15,3.7
OI000999,O000559,P00484,3,27336.51,24.8
OI001000,O000065,P00084,2,15710.39,27.6
OI001001,O000776,P00324,-3,25619.84,31.7
OI001002,O000795,P00416,4,5785.3,25.5
OI001003,O000069,P00500,2,28020.51,31.2
OI001004,O000330,P00329,3,1354.74,118.4
OI001005,O000382,P00333,3,25141.82,38.8
OI001006,O000099,P00305,5,3583.17,5.4
OI001007,O000744,P00390,3,24343.8,31.4
OI001008,O000550,P00421,4,25773.84,2.2
OI001009,O000141,P00357,3,29978.49,11.2
OI001010,O000544,P00187,1,22184.99,16.3
OI001011,O000190,P00365,1,27949.17,24.1
OI001012,O000098,P00500,3,9617.52,4.9
OI001013,O000081,P00119,1,25259.87,22.0
OI001014,O000730,P00282,5,16427.33,36.3
OI001015,O000414,P00386,1,26351.13,3.7
OI001016,O000141,P00036,1,17690.3,4.3
OI001017,O000370,P00208,5,4848.33,37.6
OI001018,O000343,P00087,2,17113.56,34.7
OI001019,O000224,P00374,2,28723.02,34.6
OI001020,O000006,P00349,5,17343.05,29.2
OI001021,O000244,P00031,4,20039.78,7.7
OI001022,O000415,P00499,5,17392.12,10.8
OI001023,O000724,P00216,3,14980.55,39.1
OI001024,O000260,P00354,2,24451.94,23.2
OI001025,O000729,P00021,2,22371.92,29.3
OI001026,O000224,P00142,1,19590.4,28.7
OI001027,O000110,P00175,2,4494.93,25.9
OI001028,O000421,P00194,5,13358.01,8.1
OI001029,O000362,P00097,2,28479.38,17.5
OI001030,O000163,P00032,1,15776.03,8.2
OI001031,O000291,P00144,2,511.65,31.4
OI001032,O000357,P00156,2,20684.08,11.0
OI001033,O000165,P00246,2,4091.25,31.2
OI001034,O000565,P00261,2,21665.16,20.9
OI001035,O000675,P00265,3,706.96,22.7
OI001036,O000290,P00130,2,20086.56,22.2
OI001037,O000543,P00472,2,29325.81,0.1
OI001038,O000707,P00395,5,10304.76,19.2
OI001039,O000739,P00392,4,24157.34,23.4
OI001040,O000617,P00290,5,11459.65,25.0
OI001041,O000345,P00183,4,16021.33,19.7
OI001042,O000707,P00040,1,4196.17,16.4
OI001043,O000548,P00379,1,29694.26,21.9
OI001044,O000220,P00112,3,7768.05,36.7
OI001045,O000659,P00302,4,2895.14,36.9
OI001046,O000257,P00406,5,18910.3,30.4
OI001047,O000555,P00086,1,14737.53,39.7
OI001048,O000103,P00046,5,27751.85,11.1
OI001049,O000366,P00386,4,5012.4,29.6
OI001050,O000684,P00141,2,4792.93,29.5
OI001051,O000215,P00102,2,1932.13,18.0
OI001052,O000744,P00468,2,22722.02,30.4
OI001053,O000705,P00033,2,327.92,15.0
OI001054,O000431,P00056,1,6432.38,6.1
OI001055,O000171,P00137,5,26526.48,21.2
OI001056,O000600,P00169,4,29916.81,21.3
OI001057,O000436,P00089,5,13407.77,12.6
OI001058,O000791,P00428,1,8936.47,30.9
OI001059,O000596,P00060,2,6969.16,28.0
OI001060,O000491,P00203,5,24519.46,2.1
OI001061,O000130,P00124,1,18246.35,35.4
OI001062,O000348,P00269,5,7908.09,22.0
OI001063,O000503,P00436,2,23721.84,28.0
OI001064,O000453,P00037,4,16447.12,29.5
OI001065,O000283,P00434,-3,22987.84,31.2
OI001066,O000741,P00016,1,22751.0,32.3
OI001067,O000195,P00247,1,26839.4,25.9
OI001068,O000620,P00014,2,9454.04,26.9
OI001069,O000297,P00386,3,2642.71,32.5
OI001070,O000489,P00148,4,23062.81,6.0
OI001071,O000637,P00404,1,14119.34,20.3
OI001072,O000051,P00002,3,11399.08,25.5
OI001073,O000282,P00272,2,16933.75,9.4
OI001074,O000234,P00165,3,11049.7,32.9
OI001075,O000043,P00283,1,1685.8,8.3
OI001076,O000572,P00236,5,29962.36,30.9
OI001077,O000539,P00095,2,8107.54,1.9
OI001078,O000542,P00064,5,22181.34,10.5
OI001079,O000660,P00091,5,15003.57,37.2
OI001080,O000783,P00097,5,12051.29,9.7
OI001081,O000410,P00317,3,15699.53,25.8
OI001082,O000305,P00082,1,12652.01,28.7
OI001083,O000542,P00221,2,28827.13,10.1
OI001084,O000400,P00150,4,28389.64,14.9
OI001085,O000192,P00207,2,11134.52,21.7
OI001086,O000747,P00012,1,9301.11,31.7
OI001087,O000544,P00259,1,21950.32,14.7
OI001088,O000183,P00426,3,29177.04,18.6
OI001089,O000705,P00175,1,19208.53,39.7
OI001090,O000222,P00107,3,15833.75,23.5
OI001091,O000746,P00114,2,2792.72,28.5
OI001092,O000127,P00279,1,6038.7,23.7
OI001093,O000222,P00069,4,29983.36,1.6
OI001094,O000079,P00490,1,18395.07,20.2
OI001095,O000399,P00049,4,25765.52,31.2
OI001096,O000009,P00006,2,894.42,32.4
OI001097,O000425,P00058,5,17956.18,37.0
OI001098,O000484,P00327,4,8581.11,39.2
OI001099,O000426,P00470,1,20435.61,15.7
OI001100,O000060,P00040,3,24274.56,34.8
OI001101,O000112,P00277,3,11970.36,19.1
OI001102,O000775,P00209,2,21716.33,37.7
OI001103,O000076,P00123,4,10197.07,3.1
OI001104,O000764,P00439,3,16129.54,37.6
OI001105,O000022,P00399,3,28074.21,17.1
OI001106,O000532,P00356,1,3950.71,31.2
OI001107,O000198,P00448,1,6175.15,15.6
OI001108,O000782,P00014,4,13723.3,12.8
OI001109,O000180,P00394,2,10281.95,2.1
OI001110,O000447,P00293,1,25438.21,17.0
OI001111,O000637,P00108,5,8782.98,38.5
OI001112,O000568,P00003,5,23429.27,13.7
OI001113,O000564,P00378,5,1479.01,9.3
OI001114,O000055,P00053,3,20849.62,24.2
OI001115,O000579,P00298,1,8644.36,7.3
OI001116,O000262,P00299,2,17975.73,22.9
OI001117,O000640,P00294,4,19737.46,33.2
OI001118,O000764,P00374,4,15714.15,5.8
OI001119,O000653,P00488,5,9977.58,4.1
OI001120,O000318,P00292,5,25719.36,38.1
OI001121,O000800,P00414,2,4324.64,38.8
OI001122,O000057,P00209,5,29701.68,18.9
OI001123,O000783,P00214,1,5300.05,8.6
OI001124,O000234,P00267,5,20137.38,24.1
OI001125,O000533,P00071,5,25095.54,39.2
OI001126,O000418,P00455,1,27077.23,22.7
OI001127,O000151,P00208,5,16380.56,5.9
OI001128,O000564,P00196,5,12267.06,2.9
OI001129,O000494,P00415,4,24935.36,35.3
OI001130,O000322,P00293,3,22537.61,10.1
OI001131,O000555,P00077,2,23217.03,34.0
OI001132,O000031,P00427,2,6789.67,0.3
OI001133,O000401,P00465,4,1749.01,33.3
OI001134,O000077,P00042,2,10111.75,38.8
OI001135,O000068,P00193,5,19483.73,3.2
OI001136,O000756,P00165,1,23232.26,34.5
OI001137,O000454,P00329,4,1603.95,14.7
OI001138,O000508,P00226,4,11783.07,2.3
OI001139,O000744,P00207,4,17929.73,13.8
OI001140,O000504,P00372,4,27700.39,39.3
OI001141,O000069,P00394,-3,28103.58,27.0
OI001142,O000204,P00104,4,28123.53,38.2
OI001143,O000176,P00104,3,12099.24,18.7
OI001144,O000210,P00435,2,2449.98,6.5
OI001145,O000433,P00122,5,9600.9,18.7
OI001146,O000386,P00063,2,2322.65,26.7
OI001147,O000051,P00372,2,9758.38,5.6
OI001148,O000097,P00221,3,1681.71,18.1
OI001149,O000408,P00241,5,4339.02,18.5
OI001150,O000175,P00469,2,25035.34,25.6
OI001151,O000604,P00275,2,5882.22,20.8
OI001152,O000560,P00175,4,20634.7,17.5
OI001153,O000238,P00448,5,3538.07,20.6
OI001154,O000419,P00015,3,22533.11,38.4
OI001155,O000603,P00279,4,27820.45,4.8
OI001156,O000509,P00121,4,24247.41,34.4
OI001157,O000386,P00277,2,25236.35,7.2
OI001158,O000164,P00045,4,19820.7,0.6
OI001159,O000108,P00352,3,4595.18,2.9
OI001160,O000075,P00293,2,11998.12,18.3
OI001161,O000605,P00274,3,18740.77,21.7
OI001162,O000163,P00065,1,23971.71,38.1
OI001163,O000556,P00222,5,7598.06,38.8
