order_id,customer_id,order_date,status,region_code
O000430,C00350,2023-02-01 20:37:25,DELIVERED,EAST
O000431,C00222,2024-04-19 04:16:32,CANCELLED,EAST
O000432,C00411,2023-03-18 08:00:43,DELIVERED,WEST
O000433,C00384,2023-07-07 19:25:19,DELIVERED,SOUTH
O000434,C00347,2024-06-20 03:43:14,DELIVERED,NORTH
O000435,C00426,22-02-2023,PLACED,NORTH
O000436,C00180,2023-06-20 10:13:00,DELIVERED,NORTH
O000437,,13-03-2023,DELIVERED,SOUTH
O000438,C00327,2023-04-05 14:19:57,SHIPPED,CENTRAL
O000439,C00337,2024-08-16 07:20:26,DELIVERED,SOUTH
O000440,C00357,2023-05-24 02:54:40,DELIVERED,NORTH
O000441,C00473,2023-08-03 16:09:46,DELIVERED,EAST
O000442,C00400,2023-02-27 11:24:18,PLACED,WEST
O000443,C00031,2023-07-20 13:54:59,DELIVERED,WEST
O000444,C00476,2023-06-05 20:44:36,SHIPPED,WEST
O000445,C00277,2024-08-20 01:44:35,DELIVERED,NORTH
O000446,C00367,2023-07-21 04:02:24,PLACED,CENTRAL
O000447,C00398,13-12-2023,DELIVERED,NORTH
O000448,C00341,2023-10-31 07:08:45,DELIVERED,WEST
O000449,C00264,2024-07-03 14:43:31,DELIVERED,WEST
O000450,C00373,2024-08-29 13:43:17,PLACED,SOUTH
O000451,,2024-06-19 08:45:43,DELIVERED,CENTRAL
O000452,C00184,2023-09-16 23:46:00,DELIVERED,NORTH
O000453,C00437,2023-09-22 03:13:47,DELIVERED,EAST
O000454,C00091,06-03-2024,DELIVERED,SOUTH
O000455,C00200,2024-11-27 07:14:19,DELIVERED,WEST
O000456,C00324,2023-12-07 04:36:31,SHIPPED,SOUTH
O000457,,2024-04-05 13:18:14,DELIVERED,CENTRAL
O000458,C00256,2024-02-19 17:21:49,CANCELLED,NORTH
O000459,,2023-02-13 12:55:50,DELIVERED,WEST
O000460,C00414,2024-05-22 20:38:46,DELIVERED,CENTRAL
O000461,C00297,2023-06-30 23:10:02,PLACED,SOUTH
O000462,C00010,2024-01-02 00:10:14,DELIVERED,SOUTH
O000463,C00067,2023-01-12 03:47:12,PLACED,EAST
O000464,C00050,2023-12-21 07:53:49,CANCELLED,NORTH
O000465,C00055,2023-03-30 16:27:48,DELIVERED,SOUTH
O000466,C00104,2023-11-28 01:09:27,CANCELLED,WEST
O000467,C00500,2024-06-15 08:19:54,SHIPPED,SOUTH
O000468,C00304,2023-05-15 17:17:54,SHIPPED,SOUTH
O000469,C00087,2024-06-24 19:53:39,SHIPPED,SOUTH
O000470,C00021,2023-04-14 14:12:48,CANCELLED,CENTRAL
O000471,C00081,2023-01-13 03:22:13,PLACED,NORTH
O000472,C00046,2024-07-02 22:36:42,CANCELLED,WEST
O000473,C00406,2024-08-23 01:36:45,SHIPPED,SOUTH
O000474,C00268,2023-12-16 20:25:16,RETURNED,CENTRAL
O000475,C00306,2023-05-20 19:27:06,DELIVERED,NORTH
O000476,C00401,2023-08-22 22:46:14,PLACED,SOUTH
O000477,C00272,2023-03-16 07:40:34,CANCELLED,CENTRAL
O000478,C00238,2024-08-21 08:00:57,SHIPPED,NORTH
O000479,C00408,2023-04-26 21:36:51,RETURNED,WEST
O000480,C00082,2024-06-04 12:21:50,PLACED,EAST
O000481,C00223,2023-07-15 06:05:45,CANCELLED,WEST
O000482,,29-07-2024,DELIVERED,SOUTH
O000483,C00249,2024-02-04 22:30:03,CANCELLED,WEST
O000484,C00167,2023-11-22 11:57:41,DELIVERED,EAST
O000485,C00057,2023-09-11 07:32:43,SHIPPED,WEST
O000486,C00193,2024-11-23 08:15:02,DELIVERED,WEST
O000487,C00224,2023-04-23 13:54:04,DELIVERED,SOUTH
O000488,C00070,2023-12-22 12:53:44,DELIVERED,EAST
O000489,C00066,2023-01-25 22:17:11,PLACED,SOUTH
O000490,C00239,2023-12-23 04:31:50,DELIVERED,SOUTH
O000491,C00310,2023-05-02 18:44:32,DELIVERED,CENTRAL
O000492,C00296,2024-03-05 08:06:42,PLACED,CENTRAL
O000493,C00111,2024-04-04 11:52:00,DELIVERED,NORTH
O000494,C00377,2024-11-08 18:24:52,DELIVERED,CENTRAL
O000495,C00475,2024-04-04 15:25:21,CANCELLED,NORTH
O000496,C00023,2023-02-01 02:44:52,DELIVERED,CENTRAL
O000497,,2024-02-17 12:49:35,CANCELLED,NORTH
O000498,C00124,2023-03-06 12:56:17,PLACED,WEST
O000499,C00068,2023-10-06 09:09:58,DELIVERED,NORTH
O000500,,2024-06-03 15:43:39,DELIVERED,CENTRAL
O000501,C00013,2023-12-20 06:50:49,SHIPPED,WEST
O000502,C00447,2023-10-15 17:08:16,DELIVERED,NORTH
O000503,C00037,2023-10-26 22:40:10,DELIVERED,NORTH
O000504,C00386,2023-07-29 13:14:18,DELIVERED,CENTRAL
O000505,C00404,2024-06-15 19:05:02,CANCELLED,NORTH
O000506,C00466,2024-06-08 00:26:34,PLACED,WEST
O000507,C00317,2023-02-01 17:57:10,SHIPPED,CENTRAL
O000508,C00288,2024-07-04 23:00:09,SHIPPED,EAST
O000509,C00059,2024-05-19 02:57:09,RETURNED,CENTRAL
O000510,C00360,2023-06-12 22:50:35,DELIVERED,EAST
O000511,C00137,2024-01-27 03:09:00,DELIVERED,NORTH
O000512,C00232,2024-01-13 15:55:35,CANCELLED,WEST
O000513,C00348,2024-10-03 02:10:48,DELIVERED,CENTRAL
O000514,C00345,2024-06-22 10:36:53,RETURNED,NORTH
O000515,C00453,2023-12-22 15:23:32,DELIVERED,SOUTH
O000516,C00490,2023-03-01 18:24:06,DELIVERED,SOUTH
O000517,C00448,2023-06-08 15:36:38,DELIVERED,EAST
O000518,C00350,2024-02-25 13:04:44,DELIVERED,WEST
O000519,C00331,2023-01-17 16:27:32,PLACED,SOUTH
O000520,C00267,2024-05-15 17:33:27,DELIVERED,EAST
O000521,C00341,2024-06-25 06:28:43,DELIVERED,WEST
O000522,C00068,2024-11-28 17:11:19,SHIPPED,EAST
O000523,C00191,2023-08-12 19:26:10,PLACED,EAST
O000524,C00490,2023-05-10 05:13:56,SHIPPED,CENTRAL
O000525,C00499,2023-05-17 04:56:06,DELIVERED,SOUTH
O000526,C00060,2023-02-01 23:07:07,DELIVERED,WEST
O000527,C00095,2023-06-09 08:22:23,PLACED,EAST
O000528,C00076,2023-10-17 15:38:17,RETURNED,CENTRAL
O000529,C00472,2023-01-20 08:38:22,DELIVERED,SOUTH
O000530,C00476,2023-09-06 17:17:41,RETURNED,CENTRAL
O000531,C00170,2024-05-17 17:30:06,DELIVERED,EAST
O000532,C00387,2024-03-21 15:03:26,DELIVERED,WEST
O000533,C00058,2024-07-22 06:46:04,PLACED,CENTRAL
O000534,C00013,2023-11-08 22:55:27,SHIPPED,EAST
O000535,C00029,2024-04-17 08:45:36,DELIVERED,SOUTH
O000536,C00393,2023-08-04 20:56:16,PLACED,WEST
O000537,C00491,2023-03-09 20:49:26,DELIVERED,WEST
O000538,C00310,2024-02-02 08:05:31,CANCELLED,EAST
O000539,C00367,2024-10-25 04:03:41,DELIVERED,NORTH
O000540,C00180,2023-08-28 07:07:37,CANCELLED,NORTH
O000541,C00455,2023-12-12 00:52:03,DELIVERED,WEST
O000542,C00413,2024-07-19 10:54:57,DELIVERED,WEST
O000543,C00301,2024-04-09 10:19:46,SHIPPED,WEST
O000544,C00269,2023-09-18 12:37:16,RETURNED,WEST
O000545,C00210,2024-05-11 04:12:24,DELIVERED,CENTRAL
O000546,C00291,2024-08-09 14:45:49,SHIPPED,WEST
O000547,C00252,2023-02-02 19:16:42,DELIVERED,CENTRAL
O000548,C00287,2024-07-28 15:54:57,PLACED,NORTH
O000549,C00154,2024-05-12 12:48:52,DELIVERED,EAST
O000550,C00252,2024-12-05 07:51:01,SHIPPED,NORTH
O000551,C00253,2023-02-21 19:50:27,DELIVERED,WEST
O000552,C00445,2023-07-20 07:49:10,DELIVERED,NORTH
O000553,C00376,22-03-2024,DELIVERED,CENTRAL
O000554,C00164,2023-12-25 02:28:56,SHIPPED,SOUTH
O000555,C00185,2023-11-22 20:18:28,RETURNED,NORTH
O000556,C00272,2024-05-11 06:49:35,DELIVERED,SOUTH
O000557,C00307,2024-08-07 14:00:44,DELIVERED,EAST
O000558,C00351,2024-09-13 06:47:30,DELIVERED,EAST
O000559,C00297,2023-10-01 02:50:47,PLACED,CENTRAL
O000560,C00399,2024-01-12 15:10:22,RETURNED,SOUTH
O000561,C00080,2024-01-26 23:44:14,SHIPPED,CENTRAL
O000562,C00426,2024-02-13 06:52:43,DELIVERED,NORTH
O000563,C00470,2023-03-01 08:12:19,SHIPPED,NORTH
O000564,C00160,2024-06-20 18:07:07,CANCELLED,CENTRAL
O000565,C00497,2023-09-23 16:11:00,DELIVERED,NORTH
O000566,C00439,2024-06-23 05:39:02,SHIPPED,SOUTH
O000567,C00041,2023-11-26 22:56:25,DELIVERED,NORTH
O000568,,2024-01-12 03:09:55,PLACED,NORTH
O000569,,2024-05-27 11:21:19,PLACED,NORTH
O000570,C00023,2023-02-21 10:56:25,PLACED,NORTH
O000571,C00472,2024-04-12 10:12:55,CANCELLED,SOUTH
O000572,C00015,2023-03-12 12:14:56,DELIVERED,EAST
O000573,C00179,2023-10-01 13:32:41,DELIVERED,CENTRAL
O000574,C00292,2023-02-23 01:53:41,DELIVERED,NORTH
O000575,C00367,2023-05-29 18:42:16,SHIPPED,CENTRAL
O000576,,2024-07-17 09:29:31,SHIPPED,CENTRAL
O000577,C00244,2023-10-12 15:21:57,SHIPPED,NORTH
O000578,C00182,2023-10-22 20:32:15,DELIVERED,WEST
O000579,C00161,2023-04-07 00:21:29,DELIVERED,WEST
O000580,C00361,2023-08-12 21:45:56,PLACED,EAST
O000581,C00198,2023-08-09 06:54:01,DELIVERED,WEST
O000582,C00209,2023-08-14 16:58:39,DELIVERED,NORTH
O000583,C00411,2024-01-05 11:15:29,DELIVERED,NORTH
O000584,C00252,2024-06-06 00:46:04,DELIVERED,NORTH
O000585,C00203,2023-11-08 04:10:40,RETURNED,SOUTH
O000586,C00500,2023-06-04 15:14:21,DELIVERED,WEST
O000587,C00430,2023-11-26 21:03:36,DELIVERED,CENTRAL
O000588,C00388,2024-09-05 05:12:40,RETURNED,EAST
O000589,C00309,2023-11-11 03:22:30,DELIVERED,SOUTH
O000590,C00056,2023-04-05 21:47:16,DELIVERED,SOUTH
O000591,,27-07-2024,PLACED,NORTH
O000592,C00196,2024-04-14 14:15:40,SHIPPED,CENTRAL
O000593,C00390,2023-03-01 10:23:06,DELIVERED,WEST
O000594,C00104,2023-08-17 00:24:34,DELIVERED,EAST
O000595,C00415,2024-10-29 17:27:12,PLACED,NORTH
O000596,C00451,2024-12-11 15:42:07,DELIVERED,WEST
O000597,C00019,2023-01-26 12:33:03,DELIVERED,EAST
O000598,C00085,2024-01-17 17:50:38,DELIVERED,WEST
O000599,C00057,2024-03-17 20:13:47,DELIVERED,CENTRAL
O000600,C00244,2024-03-12 17:12:01,DELIVERED,WEST
O000601,C00303,2023-10-21 10:39:34,DELIVERED,EAST
O000602,C00015,03-04-2024,CANCELLED,EAST
O000603,C00299,2023-01-21 21:26:57,DELIVERED,WEST
O000604,C00177,2023-10-05 13:47:11,PLACED,SOUTH
O000605,C00332,2023-08-31 09:57:24,CANCELLED,NORTH
O000606,C00059,2023-09-20 05:12:47,DELIVERED,NORTH
O000607,C00443,2023-11-25 03:28:05,CANCELLED,EAST
O000608,,2023-12-31 19:50:26,RETURNED,WEST
O000609,C00166,2024-03-20 16:53:38,DELIVERED,SOUTH
O000610,C00258,2024-09-22 06:39:29,DELIVERED,CENTRAL
O000611,C00497,2023-12-05 15:27:49,DELIVERED,NORTH
O000612,C00275,2023-06-16 06:44:32,PLACED,CENTRAL
O000613,C00116,2024-04-30 02:52:16,PLACED,CENTRAL
O000614,C00173,2023-08-01 07:53:30,CANCELLED,WEST
O000615,C00178,2024-09-10 00:01:25,CANCELLED,CENTRAL
O000616,C00222,2024-05-30 07:43:45,SHIPPED,WEST
O000617,C00264,2023-12-19 00:47:36,DELIVERED,NORTH
O000618,C00265,2024-11-01 02:04:35,DELIVERED,WEST
O000619,C00327,2024-02-18 18:36:29,CANCELLED,WEST
O000620,C00373,01-05-2024,SHIPPED,WEST
O000621,C00078,2024-08-02 18:31:45,DELIVERED,WEST
O000622,C00441,2024-10-06 20:19:03,DELIVERED,WEST
O000623,C00147,2024-05-16 19:06:28,DELIVERED,SOUTH
O000624,C00059,2023-04-27 11:29:56,SHIPPED,EAST
O000625,C00287,2023-12-05 18:06:24,CANCELLED,SOUTH
O000626,C00070,2023-01-23 15:14:37,CANCELLED,CENTRAL
O000627,C00437,2023-02-02 19:16:06,DELIVERED,NORTH
O000628,C00460,2023-03-07 04:33:36,DELIVERED,NORTH
O000629,C00209,2024-11-27 13:03:53,DELIVERED,NORTH
O000630,C00430,2024-07-16 12:42:31,SHIPPED,CENTRAL
O000631,C00478,2023-04-04 16:56:28,CANCELLED,CENTRAL
O000632,C00453,2023-03-12 02:21:33,SHIPPED,EAST
O000633,C00300,2024-07-26 15:04:54,DELIVERED,SOUTH
O000634,C00112,2023-04-23 01:32:06,SHIPPED,EAST
O000635,C00131,2024-11-01 05:37:14,DELIVERED,EAST
O000636,C00058,2023-09-03 19:48:00,DELIVERED,SOUTH
O000637,C00451,2024-09-01 03:54:46,DELIVERED,EAST
O000638,C00011,2024-05-16 07:04:58,DELIVERED,NORTH
O000639,C00404,2024-06-05 15:30:18,DELIVERED,EAST
O000640,C00359,2023-10-09 20:06:33,DELIVERED,CENTRAL
O000641,C00440,2023-12-10 14:59:09,CANCELLED,WEST
O000642,C00470,2023-07-18 11:29:35,RETURNED,SOUTH
O000643,C00441,2024-11-22 11:24:06,DELIVERED,EAST
O000644,C00393,2024-05-15 13:02:11,PLACED,NORTH
O000645,C00482,2024-01-17 21:48:02,DELIVERED,EAST
O000646,C00449,2024-12-14 10:56:31,CANCELLED,EAST
O000647,C00181,2023-11-23 21:35:43,CANCELLED,EAST
O000648,C00015,14-08-2024,DELIVERED,WEST
O000649,C00070,2023-01-03 09:20:13,DELIVERED,EAST
O000650,C00057,2023-05-03 14:01:24,DELIVERED,SOUTH
O000651,C00352,2023-11-15 16:50:54,DELIVERED,WEST
O000652,C00069,2023-07-22 11:25:30,DELIVERED,EAST
O000653,C00102,2023-03-07 13:18:37,SHIPPED,WEST
O000654,C00453,2024-03-19 00:51:02,RETURNED,CENTRAL
O000655,C00321,2023-06-27 15:24:43,RETURNED,SOUTH
O000656,C00437,12-05-2023,DELIVERED,CENTRAL
O000657,C00046,2023-10-13 18:31:43,DELIVERED,NORTH
O000658,C00223,2024-08-23 16:27:45,DELIVERED,WEST
O000659,C00366,2023-06-07 18:54:14,CANCELLED,EAST
O000660,C00254,2023-10-24 18:21:59,CANCELLED,CENTRAL
O000661,C00422,2023-08-08 18:53:30,SHIPPED,SOUTH
O000662,C00075,2023-01-23 08:22:11,DELIVERED,CENTRAL
O000663,C00128,2023-10-15 02:32:48,DELIVERED,NORTH
O000664,,2023-04-14 11:07:11,RETURNED,WEST
O000665,C00366,2023-10-25 20:52:24,DELIVERED,EAST
O000666,C00286,15-02-2023,RETURNED,WEST
O000667,C00311,2024-12-30 14:13:48,CANCELLED,NORTH
O000668,,2024-01-27 21:20:40,DELIVERED,WEST
O000669,C00068,2024-11-24 00:17:49,DELIVERED,EAST
O000670,C00253,2024-12-23 14:33:04,DELIVERED,NORTH
O000671,C00272,2023-12-03 06:23:37,SHIPPED,NORTH
O000672,C00256,2024-11-08 01:17:04,DELIVERED,EAST
O000673,C00145,2024-12-02 05:16:30,DELIVERED,EAST
O000674,C00224,2024-11-24 08:36:31,DELIVERED,WEST
O000675,C00078,2024-03-07 14:31:38,DELIVERED,WEST
O000676,C00077,2023-02-12 09:12:20,PLACED,EAST
O000677,C00240,2023-12-05 23:38:32,CANCELLED,WEST
O000678,,2023-10-04 22:00:59,DELIVERED,WEST
O000679,C00434,2024-07-13 01:22:21,SHIPPED,NORTH
O000680,C00146,2023-05-21 07:39:09,DELIVERED,EAST
O000681,C00340,2024-03-30 21:49:05,RETURNED,NORTH
O000682,C00293,2023-05-21 06:02:50,PLACED,WEST
O000683,C00455,13-09-2023,DELIVERED,NORTH
O000684,C00303,2024-12-22 16:34:56,CANCELLED,SOUTH
O000685,,2023-12-24 11:22:05,DELIVERED,WEST
O000686,C00138,2024-04-06 12:46:12,DELIVERED,NORTH
O000687,C00487,2023-12-18 22:26:00,DELIVERED,CENTRAL
O000688,C00442,2023-02-07 19:30:10,DELIVERED,NORTH
O000689,C00281,2024-04-12 19:31:40,DELIVERED,SOUTH
O000690,C00395,2024-11-03 06:22:42,PLACED,SOUTH
O000691,C00400,2023-11-09 13:12:34,DELIVERED,SOUTH
O000692,C00252,2024-09-14 05:35:39,CANCELLED,EAST
O000693,C00309,2023-04-12 23:21:39,PLACED,EAST
O000694,C00251,2023-12-12 23:38:54,DELIVERED,CENTRAL
O000695,C00047,2024-08-10 14:00:27,DELIVERED,SOUTH
O000696,C00219,14-03-2023,DELIVERED,WEST
O000697,C00332,2024-06-17 00:22:34,RETURNED,CENTRAL
O000698,C00269,2023-03-07 05:18:58,DELIVERED,WEST
O000699,C00066,2024-06-15 12:32:10,CANCELLED,CENTRAL
O000700,C00292,2023-02-07 01:43:10,CANCELLED,CENTRAL
O000701,C00218,2023-11-17 19:14:23,DELIVERED,CENTRAL
O000702,C00182,2023-07-17 22:56:18,DELIVERED,NORTH
O000703,C00339,2023-12-26 12:41:20,SHIPPED,WEST
O000704,,2023-11-20 07:29:29,DELIVERED,CENTRAL
O000705,C00388,2024-06-04 14:32:58,CANCELLED,EAST
O000706,C00447,2024-09-21 03:36:23,SHIPPED,CENTRAL
O000707,C00345,2023-03-24 14:08:49,PLACED,WEST
O000708,C00088,2024-05-24 09:00:58,DELIVERED,CENTRAL
O000709,C00156,2024-04-25 09:39:50,DELIVERED,WEST
O000710,C00045,2023-04-08 03:50:13,SHIPPED,NORTH
O000711,C00097,29-10-2024,DELIVERED,SOUTH
O000712,C00224,2024-10-16 01:41:23,DELIVERED,SOUTH
O000713,C00395,2023-12-26 22:52:42,DELIVERED,NORTH
O000714,C00079,2024-07-27 19:52:45,RETURNED,WEST
O000715,,2023-12-16 03:35:26,SHIPPED,CENTRAL
O000716,C00201,2023-02-09 13:15:29,SHIPPED,WEST
O000717,C00435,2024-01-21 00:34:39,DELIVERED,CENTRAL
O000718,C00019,2024-01-14 15:35:37,DELIVERED,CENTRAL
O000719,C00464,2024-09-26 08:11:26,SHIPPED,NORTH
O000720,C00217,2024-03-23 16:56:14,PLACED,WEST
O000721,C00060,2024-01-20 07:31:54,DELIVERED,WEST
O000722,C00011,2023-05-06 07:28:23,SHIPPED,EAST
O000723,C00260,2023-06-20 15:32:54,DELIVERED,CENTRAL
O000724,C00367,2024-05-25 06:35:14,CANCELLED,WEST
O000725,C00427,2024-06-06 19:37:45,DELIVERED,WEST
O000726,C00433,2023-05-06 20:22:44,DELIVERED,NORTH
O000727,C00067,2023-05-15 14:22:49,DELIVERED,NORTH
O000728,C00483,2024-01-19 11:42:09,SHIPPED,NORTH
O000729,C00184,2024-11-15 05:16:48,DELIVERED,SOUTH
O000730,C00458,27-01-2024,PLACED,WEST
O000731,C00117,2023-04-04 17:47:16,DELIVERED,EAST
O000732,C00394,2023-02-06 06:06:37,DELIVERED,SOUTH
O000733,C00448,2024-02-05 07:31:05,SHIPPED,NORTH
O000734,C00225,2024-09-12 14:11:42,CANCELLED,NORTH
O000735,C00401,2024-04-19 05:53:49,CANCELLED,NORTH
O000736,C00022,2024-01-30 00:51:51,DELIVERED,SOUTH
O000737,C00081,2024-07-19 17:24:52,DELIVERED,CENTRAL
O000738,C00446,2023-03-19 02:58:43,DELIVERED,SOUTH
O000739,C00104,2023-12-08 01:34:29,DELIVERED,NORTH
O000740,C00415,2024-01-03 21:43:28,DELIVERED,NORTH
O000741,C00367,2024-08-09 07:20:04,DELIVERED,SOUTH
O000742,C00386,2024-02-16 09:23:48,SHIPPED,WEST
O000743,C00210,2024-11-28 13:08:59,CANCELLED,EAST
O000744,C00227,2023-04-24 01:53:17,DELIVERED,CENTRAL
O000745,C00044,2023-09-20 18:26:12,RETURNED,SOUTH
O000746,C00202,12-08-2024,RETURNED,SOUTH
O000747,C00030,2024-05-05 14:01:05,DELIVERED,CENTRAL
O000748,C00215,2023-11-09 05:52:32,DELIVERED,EAST
O000749,C00161,2024-12-07 05:17:29,CANCELLED,CENTRAL
O000750,C00076,2024-06-27 22:26:46,DELIVERED,CENTRAL
O000751,C00317,2024-05-21 10:51:08,DELIVERED,WEST
O000752,C00452,2023-08-23 04:57:10,DELIVERED,WEST
O000753,C00379,2024-11-14 10:04:13,RETURNED,EAST
O000754,C00262,2024-03-04 14:02:01,DELIVERED,SOUTH
O000755,,2024-11-22 12:45:19,DELIVERED,SOUTH
O000756,C00156,2024-07-18 07:06:50,DELIVERED,NORTH
O000757,C00133,2024-05-01 23:55:55,SHIPPED,NORTH
O000758,C00294,26-07-2024,DELIVERED,SOUTH
O000759,C00298,2024-03-15 07:29:47,RETURNED,CENTRAL
O000760,C00120,2023-09-30 02:45:27,DELIVERED,CENTRAL
O000761,C00366,2023-10-21 08:11:57,SHIPPED,EAST
O000762,C00099,2024-10-01 02:54:00,DELIVERED,SOUTH
O000763,C00425,2023-11-17 01:13:25,PLACED,SOUTH
O000764,C00229,2023-03-02 15:22:49,DELIVERED,CENTRAL
O000765,C00399,2023-11-03 15:16:43,DELIVERED,WEST
O000766,C00353,2024-12-24 03:45:41,DELIVERED,WEST
O000767,C00074,2024-01-28 20:31:56,DELIVERED,SOUTH
O000768,C00263,2024-11-01 12:33:00,DELIVERED,WEST
O000769,C00383,2023-05-02 19:42:13,DELIVERED,NORTH
O000770,C00210,2023-03-27 16:48:54,DELIVERED,NORTH
O000771,C00061,2023-10-16 12:39:12,DELIVERED,EAST
O000772,C00406,2023-04-21 23:16:42,DELIVERED,NORTH
O000773,C00157,2024-11-21 13:13:39,SHIPPED,WEST
O000774,,2024-03-01 06:50:06,CANCELLED,WEST
O000775,C00159,2024-03-15 10:36:17,DELIVERED,WEST
O000776,C00369,2024-10-09 12:59:10,DELIVERED,CENTRAL
O000777,C00390,2023-12-16 11:17:30,SHIPPED,EAST
O000778,C00320,2024-05-31 03:13:15,DELIVERED,WEST
O000779,C00024,2024-06-04 17:58:44,DELIVERED,NORTH
O000780,C00363,2023-01-20 06:22:54,DELIVERED,EAST
O000781,C00064,2024-05-15 03:25:49,SHIPPED,CENTRAL
O000782,C00388,2023-02-11 01:38:59,DELIVERED,WEST
O000783,C00010,2023-04-04 10:14:27,DELIVERED,NORTH
O000784,C00106,2023-07-10 12:28:31,CANCELLED,CENTRAL
O000785,C00414,2024-02-19 09:58:42,DELIVERED,NORTH
O000786,C00479,2023-01-19 01:39:30,SHIPPED,NORTH
O000787,C00163,2023-10-24 17:12:03,SHIPPED,NORTH
O000788,C00147,2023-04-22 20:59:35,DELIVERED,SOUTH
O000789,C00209,2024-06-11 02:10:50,DELIVERED,EAST
O000790,C00366,2023-02-15 10:33:08,PLACED,SOUTH
O000791,C00166,2023-07-20 08:14:37,CANCELLED,NORTH
O000792,C00123,2024-08-07 04:47:20,SHIPPED,CENTRAL
O000793,C00198,2023-03-31 09:16:20,DELIVERED,CENTRAL
O000794,C00248,2023-01-23 10:51:18,SHIPPED,NORTH
O000795,C00494,2024-03-31 07:03:03,SHIPPED,CENTRAL
O000796,C00065,2023-08-25 14:23:41,DELIVERED,CENTRAL
O000797,C00496,2023-04-21 13:54:49,RETURNED,SOUTH
O000798,C00217,2024-12-08 23:27:21,PLACED,WEST
O000799,C00318,2023-08-13 16:00:02,SHIPPED,NORTH
O000800,C00247,2023-08-01 06:44:09,CANCELLED,WEST
