region_code,order_date,daily_revenue,running_total
WEST,2024-07-02,125201.1,10481833.7
WEST,2024-07-03,89443.74,10571277.44
WEST,2024-07-07,146670.49,10717947.92
WEST,2024-07-18,118111.41,10836059.34
WEST,2024-07-19,167255.41,11003314.75
WEST,2024-07-25,79601.42,11082916.17
WEST,2024-07-27,182859.94,11265776.11
WEST,2024-07-29,27676.55,11293452.66
WEST,2024-08-02,89012.87,11382465.52
WEST,2024-08-05,26379.74,11408845.26
WEST,2024-08-09,159610.59,11568455.85
WEST,2024-08-11,76547.92,11645003.77
WEST,2024-08-14,39789.91,11684793.68
WEST,2024-08-19,81848.48,11766642.15
WEST,2024-08-21,61104.98,11827747.14
WEST,2024-08-23,121407.37,11949154.5
WEST,2024-08-24,35957.89,11985112.4
WEST,2024-08-29,42633.89,12027746.29
WEST,2024-09-26,108651.92,12136398.21
WEST,2024-09-30,83661.25,12220059.46
WEST,2024-10-03,1545.88,12221605.34
WEST,2024-10-06,113494.36,12335099.7
WEST,2024-10-11,134956.18,12470055.88
WEST,2024-10-15,52698.04,12522753.92
WEST,2024-11-01,320746.8,12843500.72
WEST,2024-11-04,72297.63,12915798.36
WEST,2024-11-07,111489.53,13027287.88
WEST,2024-11-08,104543.88,13131831.76
WEST,2024-11-16,112383.02,13244214.78
WEST,2024-11-21,283609.65,13527824.44
WEST,2024-11-23,128650.6,13656475.03
WEST,2024-11-24,93339.43,13749814.46
WEST,2024-11-27,139631.11,13889445.57
WEST,2024-12-08,26148.11,13915593.68
WEST,2024-12-11,150032.09,14065625.77
WEST,2024-12-12,188379.04,14254004.81
WEST,2024-12-17,70224.84,14324229.65
WEST,2024-12-24,141892.75,14466122.39
WEST,2024-12-26,131314.3,14597436.69
