customer_id,current_order_id,current_order_date,next_order_id,next_order_date,days_until_next_order
C00292,O000574,2023-02-23 01:53:41,O000124,2023-05-16 00:47:43,82.0
C00292,O000124,2023-05-16 00:47:43,,,
C00293,O000682,2023-05-21 06:02:50,,,
C00294,O000758,2024-07-26 00:00:00,,,
C00295,O000168,2023-07-14 06:58:31,O000188,2024-06-16 20:11:20,338.6
C00295,O000188,2024-06-16 20:11:20,O000090,2024-09-30 04:05:39,105.3
C00295,O000090,2024-09-30 04:05:39,,,
C00296,O000492,2024-03-05 08:06:42,,,
C00297,O000461,2023-06-30 23:10:02,O000559,2023-10-01 02:50:47,92.2
C00297,O000559,2023-10-01 02:50:47,,,
C00298,O000759,2024-03-15 07:29:47,,,
C00299,O000398,2023-01-07 07:21:13,O000603,2023-01-21 21:26:57,14.6
C00299,O000603,2023-01-21 21:26:57,,,
C00300,O000633,2024-07-26 15:04:54,,,
C00301,O000543,2024-04-09 10:19:46,,,
C00302,O000051,2024-01-27 14:55:26,,,
C00303,O000601,2023-10-21 10:39:34,O000684,2024-12-22 16:34:56,428.2
C00303,O000684,2024-12-22 16:34:56,,,
C00304,O000468,2023-05-15 17:17:54,,,
C00305,O000424,2024-12-26 09:56:16,,,
C00306,O000264,2023-01-13 15:53:58,O000475,2023-05-20 19:27:06,127.1
C00306,O000475,2023-05-20 19:27:06,O000216,2023-06-29 14:10:02,39.8
C00306,O000216,2023-06-29 14:10:02,O000391,2023-12-26 13:14:19,180.0
C00306,O000391,2023-12-26 13:14:19,O000378,2024-11-23 06:35:12,332.7
C00306,O000378,2024-11-23 06:35:12,,,
C00307,O000557,2024-08-07 14:00:44,O000242,2024-12-11 07:01:51,125.7
C00307,O000242,2024-12-11 07:01:51,,,
C00309,O000693,2023-04-12 23:21:39,O000071,2023-06-02 14:26:56,50.6
C00309,O000071,2023-06-02 14:26:56,O000589,2023-11-11 03:22:30,161.5
C00309,O000589,2023-11-11 03:22:30,,,
C00310,O000491,2023-05-02 18:44:32,O000538,2024-02-02 08:05:31,275.6
C00310,O000538,2024-02-02 08:05:31,,,
C00311,O000135,2024-01-02 03:47:01,O000311,2024-03-16 10:26:57,74.3
C00311,O000311,2024-03-16 10:26:57,O000667,2024-12-30 14:13:48,289.2
C00311,O000667,2024-12-30 14:13:48,,,
C00312,O000318,2024-07-25 03:34:40,O000335,2024-11-16 14:46:30,114.5
C00312,O000335,2024-11-16 14:46:30,O000055,2024-12-12 09:48:15,25.8
C00312,O000055,2024-12-12 09:48:15,,,
C00313,O000048,2023-06-02 04:14:27,,,
C00314,O000199,2024-03-20 00:05:48,,,
C00315,O000154,2024-06-25 10:05:30,,,
C00317,O000507,2023-02-01 17:57:10,O000015,2023-04-02 10:43:53,59.7
C00317,O000015,2023-04-02 10:43:53,O000206,2023-05-01 14:31:26,29.2
C00317,O000206,2023-05-01 14:31:26,O000080,2024-02-17 01:12:58,291.4
C00317,O000080,2024-02-17 01:12:58,O000751,2024-05-21 10:51:08,94.4
C00317,O000751,2024-05-21 10:51:08,,,
C00318,O000799,2023-08-13 16:00:02,,,
C00319,O000290,2024-07-20 22:45:42,,,
C00320,O000419,2023-01-22 04:52:23,O000407,2023-05-20 15:39:57,118.4
C00320,O000407,2023-05-20 15:39:57,O000778,2024-05-31 03:13:15,376.5
C00320,O000778,2024-05-31 03:13:15,,,
C00321,O000086,2023-02-20 20:28:59,O000655,2023-06-27 15:24:43,126.8
C00321,O000655,2023-06-27 15:24:43,,,
C00322,O000337,2024-03-09 01:27:36,,,
C00323,O000193,2023-03-16 19:11:50,O000418,2024-01-03 12:21:05,292.7
C00323,O000418,2024-01-03 12:21:05,O000132,2024-02-03 00:00:00,30.5
C00323,O000132,2024-02-03 00:00:00,,,
C00324,O000113,2023-01-25 05:30:09,O000456,2023-12-07 04:36:31,316.0
C00324,O000456,2023-12-07 04:36:31,,,
C00325,O000274,2024-08-26 20:08:00,O000046,2024-09-13 07:27:13,17.5
C00325,O000046,2024-09-13 07:27:13,,,
C00326,O000211,2024-11-12 09:56:24,,,
C00327,O000438,2023-04-05 14:19:57,O000232,2023-08-21 02:16:46,137.5
C00327,O000232,2023-08-21 02:16:46,O000042,2023-08-25 14:07:02,4.5
C00327,O000042,2023-08-25 14:07:02,O000619,2024-02-18 18:36:29,177.2
C00327,O000619,2024-02-18 18:36:29,,,
C00328,O000010,2023-07-18 16:15:20,,,
C00329,O000092,2024-07-13 11:05:53,O000406,2024-09-17 23:50:26,66.5
C00329,O000406,2024-09-17 23:50:26,,,
C00330,O000128,2023-08-07 02:40:07,,,
C00331,O000519,2023-01-17 16:27:32,O000356,2023-04-16 10:38:09,88.8
C00331,O000356,2023-04-16 10:38:09,O000237,2023-04-30 13:14:51,14.1
C00331,O000237,2023-04-30 13:14:51,,,
C00332,O000605,2023-08-31 09:57:24,O000697,2024-06-17 00:22:34,290.6
C00332,O000697,2024-06-17 00:22:34,,,
C00333,O000060,2023-05-19 02:40:08,O000027,2024-11-19 06:32:47,550.2
C00333,O000027,2024-11-19 06:32:47,,,
C00335,O000338,2023-09-29 00:00:00,,,
C00336,O000161,2023-01-01 05:21:18,,,
C00337,O000054,2024-04-11 10:59:21,O000439,2024-08-16 07:20:26,126.8
C00337,O000439,2024-08-16 07:20:26,O000159,2024-12-23 22:35:43,129.6
C00337,O000159,2024-12-23 22:35:43,,,
C00338,O000422,2023-12-13 22:13:06,O000331,2024-11-01 01:22:50,323.1
C00338,O000331,2024-11-01 01:22:50,O000119,2024-11-08 10:53:45,7.4
C00338,O000119,2024-11-08 10:53:45,,,
C00339,O000011,2023-03-25 23:22:50,O000395,2023-04-26 21:35:45,31.9
C00339,O000395,2023-04-26 21:35:45,O000293,2023-07-30 17:35:31,94.8
C00339,O000293,2023-07-30 17:35:31,O000703,2023-12-26 12:41:20,148.8
C00339,O000703,2023-12-26 12:41:20,O000034,2024-07-18 09:46:28,204.9
C00339,O000034,2024-07-18 09:46:28,,,
C00340,O000178,2024-01-18 15:56:19,O000681,2024-03-30 21:49:05,72.2
C00340,O000681,2024-03-30 21:49:05,,,
C00341,O000448,2023-10-31 07:08:45,O000521,2024-06-25 06:28:43,238.0
C00341,O000521,2024-06-25 06:28:43,,,
C00343,O000390,2023-03-02 12:03:24,,,
C00344,O000105,2024-05-24 02:54:07,,,
C00345,O000707,2023-03-24 14:08:49,O000514,2024-06-22 10:36:53,455.9
C00345,O000514,2024-06-22 10:36:53,O000276,2024-07-22 05:36:46,29.8
C00345,O000276,2024-07-22 05:36:46,,,
C00347,O000003,2023-01-04 04:52:25,O000434,2024-06-20 03:43:14,533.0
C00347,O000434,2024-06-20 03:43:14,,,
C00348,O000397,2023-08-25 13:13:33,O000029,2023-12-07 07:56:48,103.8
C00348,O000029,2023-12-07 07:56:48,O000302,2024-04-20 16:51:55,135.4
C00348,O000302,2024-04-20 16:51:55,O000513,2024-10-03 02:10:48,165.4
C00348,O000513,2024-10-03 02:10:48,,,
C00350,O000430,2023-02-01 20:37:25,O000072,2023-02-27 20:12:09,26.0
C00350,O000072,2023-02-27 20:12:09,O000518,2024-02-25 13:04:44,362.7
C00350,O000518,2024-02-25 13:04:44,O000428,2024-07-02 01:28:58,127.5
C00350,O000428,2024-07-02 01:28:58,,,
C00351,O000558,2024-09-13 06:47:30,,,
C00352,O000094,2023-08-23 01:35:03,O000651,2023-11-15 16:50:54,84.6
C00352,O000651,2023-11-15 16:50:54,O000013,2024-05-04 00:00:00,170.3
C00352,O000013,2024-05-04 00:00:00,,,
C00353,O000766,2024-12-24 03:45:41,,,
C00356,O000344,2024-10-29 12:31:30,O000417,2024-12-17 19:26:29,49.3
C00356,O000417,2024-12-17 19:26:29,,,
C00357,O000440,2023-05-24 02:54:40,,,
C00359,O000640,2023-10-09 20:06:33,,,
C00360,O000510,2023-06-12 22:50:35,O000401,2024-04-03 09:27:07,295.4
C00360,O000401,2024-04-03 09:27:07,,,
C00361,O000580,2023-08-12 21:45:56,,,
C00363,O000780,2023-01-20 06:22:54,O000329,2023-10-26 07:54:27,279.1
C00363,O000329,2023-10-26 07:54:27,,,
C00365,O000058,2024-07-26 07:17:42,,,
C00366,O000790,2023-02-15 10:33:08,O000659,2023-06-07 18:54:14,112.3
C00366,O000659,2023-06-07 18:54:14,O000059,2023-08-14 16:47:39,67.9
C00366,O000059,2023-08-14 16:47:39,O000761,2023-10-21 08:11:57,67.6
C00366,O000761,2023-10-21 08:11:57,O000665,2023-10-25 20:52:24,4.5
C00366,O000665,2023-10-25 20:52:24,,,
C00367,O000575,2023-05-29 18:42:16,O000446,2023-07-21 04:02:24,52.4
C00367,O000446,2023-07-21 04:02:24,O000724,2024-05-25 06:35:14,309.1
C00367,O000724,2024-05-25 06:35:14,O000741,2024-08-09 07:20:04,76.0
C00367,O000741,2024-08-09 07:20:04,O000539,2024-10-25 04:03:41,76.9
C00367,O000539,2024-10-25 04:03:41,,,
C00368,O000251,2023-02-25 00:00:00,,,
C00369,O000776,2024-10-09 12:59:10,,,
C00371,O000354,2024-03-17 21:27:58,O000137,2024-06-16 12:20:44,90.6
C00371,O000137,2024-06-16 12:20:44,,,
C00373,O000231,2023-02-02 18:24:08,O000620,2024-05-01 00:00:00,453.2
C00373,O000620,2024-05-01 00:00:00,O000450,2024-08-29 13:43:17,120.6
C00373,O000450,2024-08-29 13:43:17,O000286,2024-10-24 08:40:33,55.8
C00373,O000286,2024-10-24 08:40:33,,,
C00376,O000269,2023-03-01 23:08:29,O000025,2023-03-14 04:44:17,12.2
C00376,O000025,2023-03-14 04:44:17,O000553,2024-03-22 00:00:00,373.8
C00376,O000553,2024-03-22 00:00:00,O000112,2024-11-19 10:29:50,242.4
C00376,O000112,2024-11-19 10:29:50,,,
C00377,O000281,2024-02-12 04:41:13,O000494,2024-11-08 18:24:52,270.6
C00377,O000494,2024-11-08 18:24:52,,,
C00379,O000753,2024-11-14 10:04:13,,,
C00381,O000319,2024-03-20 05:37:51,O000067,2024-05-17 15:10:50,58.4
C00381,O000067,2024-05-17 15:10:50,,,
C00383,O000769,2023-05-02 19:42:13,O000175,2024-06-14 14:02:35,408.8
C00383,O000175,2024-06-14 14:02:35,,,
C00384,O000433,2023-07-07 19:25:19,O000100,2024-07-29 21:15:57,388.1
C00384,O000100,2024-07-29 21:15:57,,,
C00385,O000181,2024-03-23 21:49:05,O000412,2024-08-27 23:11:08,157.1
C00385,O000412,2024-08-27 23:11:08,O000064,2024-09-02 03:22:53,5.2
C00385,O000064,2024-09-02 03:22:53,,,
C00386,O000504,2023-07-29 13:14:18,O000742,2024-02-16 09:23:48,201.8
C00386,O000742,2024-02-16 09:23:48,,,
C00387,O000532,2024-03-21 15:03:26,,,
C00388,O000782,2023-02-11 01:38:59,O000118,2024-02-04 08:12:08,358.3
C00388,O000118,2024-02-04 08:12:08,O000705,2024-06-04 14:32:58,121.3
C00388,O000705,2024-06-04 14:32:58,O000588,2024-09-05 05:12:40,92.6
C00388,O000588,2024-09-05 05:12:40,,,
C00389,O000343,2023-11-28 21:53:37,,,
C00390,O000593,2023-03-01 10:23:06,O000061,2023-10-01 14:11:18,214.2
C00390,O000061,2023-10-01 14:11:18,O000777,2023-12-16 11:17:30,75.9
C00390,O000777,2023-12-16 11:17:30,,,
C00393,O000536,2023-08-04 20:56:16,O000044,2024-04-26 09:07:33,265.5
C00393,O000044,2024-04-26 09:07:33,O000644,2024-05-15 13:02:11,19.2
C00393,O000644,2024-05-15 13:02:11,,,
C00394,O000732,2023-02-06 06:06:37,,,
C00395,O000713,2023-12-26 22:52:42,O000690,2024-11-03 06:22:42,312.3
C00395,O000690,2024-11-03 06:22:42,,,
C00397,O000115,2023-04-26 10:43:10,O000158,2024-09-29 02:10:18,521.6
C00397,O000158,2024-09-29 02:10:18,,,
C00398,O000447,2023-12-13 00:00:00,O000245,2024-04-26 17:18:57,135.7
C00398,O000245,2024-04-26 17:18:57,,,
C00399,O000765,2023-11-03 15:16:43,O000560,2024-01-12 15:10:22,70.0
C00399,O000560,2024-01-12 15:10:22,O000325,2024-03-30 17:32:11,78.1
C00399,O000325,2024-03-30 17:32:11,,,
C00400,O000442,2023-02-27 11:24:18,O000691,2023-11-09 13:12:34,255.1
C00400,O000691,2023-11-09 13:12:34,,,
C00401,O000476,2023-08-22 22:46:14,O000735,2024-04-19 05:53:49,240.3
C00401,O000735,2024-04-19 05:53:49,O000362,2024-08-06 17:43:29,109.5
C00401,O000362,2024-08-06 17:43:29,,,
C00402,O000420,2023-08-04 19:28:37,,,
C00403,O000225,2024-09-12 23:03:30,,,
C00404,O000639,2024-06-05 15:30:18,O000505,2024-06-15 19:05:02,10.1
C00404,O000505,2024-06-15 19:05:02,,,
C00405,O000292,2024-06-25 00:11:54,,,
C00406,O000772,2023-04-21 23:16:42,O000473,2024-08-23 01:36:45,489.1
C00406,O000473,2024-08-23 01:36:45,,,
C00407,O000136,2024-03-28 13:18:40,,,
C00408,O000479,2023-04-26 21:36:51,,,
C00410,O000423,2024-02-14 15:14:26,,,
C00411,O000432,2023-03-18 08:00:43,O000583,2024-01-05 11:15:29,293.1
C00411,O000583,2024-01-05 11:15:29,O000039,2024-03-21 02:08:43,75.6
C00411,O000039,2024-03-21 02:08:43,,,
C00412,O000288,2023-03-28 10:22:19,O000375,2023-08-09 00:29:33,133.6
C00412,O000375,2023-08-09 00:29:33,,,
C00413,O000542,2024-07-19 10:54:57,,,
C00414,O000785,2024-02-19 09:58:42,O000460,2024-05-22 20:38:46,93.4
C00414,O000460,2024-05-22 20:38:46,,,
C00415,O000740,2024-01-03 21:43:28,O000595,2024-10-29 17:27:12,299.8
C00415,O000595,2024-10-29 17:27:12,,,
C00418,O000300,2023-01-23 21:17:02,,,
C00419,O000129,2023-04-02 21:50:06,O000386,2024-07-08 19:00:55,462.9
C00419,O000386,2024-07-08 19:00:55,,,
C00421,O000400,2023-10-07 00:48:19,O000095,2024-05-28 00:00:00,234.0
C00421,O000095,2024-05-28 00:00:00,,,
C00422,O000661,2023-08-08 18:53:30,,,
C00423,O000049,2024-08-29 22:43:55,,,
C00424,O000035,2024-03-09 16:17:27,,,
C00425,O000763,2023-11-17 01:13:25,,,
C00426,O000435,2023-02-22 00:00:00,O000562,2024-02-13 06:52:43,356.3
C00426,O000562,2024-02-13 06:52:43,,,
C00427,O000252,2023-03-04 02:30:10,O000355,2023-09-20 11:35:58,200.4
C00427,O000355,2023-09-20 11:35:58,O000725,2024-06-06 19:37:45,260.3
C00427,O000725,2024-06-06 19:37:45,,,
C00428,O000125,2023-03-02 10:59:44,O000019,2024-03-21 22:58:59,385.5
C00428,O000019,2024-03-21 22:58:59,,,
C00430,O000587,2023-11-26 21:03:36,O000630,2024-07-16 12:42:31,232.7
C00430,O000630,2024-07-16 12:42:31,,,
C00432,O000361,2023-05-09 21:53:43,O000426,2023-09-26 00:00:00,139.1
C00432,O000426,2023-09-26 00:00:00,O000226,2024-08-05 23:37:51,315.0
C00432,O000226,2024-08-05 23:37:51,,,
C00433,O000028,2023-05-04 19:20:44,O000726,2023-05-06 20:22:44,2.0
C00433,O000726,2023-05-06 20:22:44,,,
C00434,O000679,2024-07-13 01:22:21,,,
C00435,O000214,2023-04-16 20:49:28,O000347,2023-09-03 19:46:27,140.0
C00435,O000347,2023-09-03 19:46:27,O000179,2024-01-10 14:34:33,128.8
C00435,O000179,2024-01-10 14:34:33,O000717,2024-01-21 00:34:39,10.4
C00435,O000717,2024-01-21 00:34:39,,,
C00436,O000101,2024-02-03 02:40:29,,,
C00437,O000627,2023-02-02 19:16:06,O000656,2023-05-12 00:00:00,98.2
C00437,O000656,2023-05-12 00:00:00,O000022,2023-08-14 16:33:53,94.7
C00437,O000022,2023-08-14 16:33:53,O000453,2023-09-22 03:13:47,38.4
C00437,O000453,2023-09-22 03:13:47,,,
C00438,O000152,2024-11-01 22:58:05,,,
C00439,O000566,2024-06-23 05:39:02,,,
C00440,O000641,2023-12-10 14:59:09,,,
C00441,O000622,2024-10-06 20:19:03,O000643,2024-11-22 11:24:06,46.6
C00441,O000643,2024-11-22 11:24:06,,,
C00442,O000170,2023-01-22 05:51:14,O000688,2023-02-07 19:30:10,16.6
C00442,O000688,2023-02-07 19:30:10,O000030,2024-06-15 15:20:10,493.8
C00442,O000030,2024-06-15 15:20:10,,,
C00443,O000607,2023-11-25 03:28:05,,,
C00445,O000273,2023-04-04 15:02:17,O000552,2023-07-20 07:49:10,106.7
C00445,O000552,2023-07-20 07:49:10,O000195,2024-06-11 20:23:54,327.5
C00445,O000195,2024-06-11 20:23:54,,,
C00446,O000738,2023-03-19 02:58:43,,,
C00447,O000502,2023-10-15 17:08:16,O000404,2024-06-04 10:56:13,232.7
C00447,O000404,2024-06-04 10:56:13,O000706,2024-09-21 03:36:23,108.7
C00447,O000706,2024-09-21 03:36:23,,,
C00448,O000517,2023-06-08 15:36:38,O000733,2024-02-05 07:31:05,241.7
C00448,O000733,2024-02-05 07:31:05,,,
C00449,O000146,2024-02-27 07:52:51,O000646,2024-12-14 10:56:31,291.1
C00449,O000646,2024-12-14 10:56:31,,,
C00450,O000134,2024-07-12 21:20:01,,,
C00451,O000637,2024-09-01 03:54:46,O000596,2024-12-11 15:42:07,101.5
C00451,O000596,2024-12-11 15:42:07,,,
C00452,O000752,2023-08-23 04:57:10,,,
C00453,O000632,2023-03-12 02:21:33,O000515,2023-12-22 15:23:32,285.5
C00453,O000515,2023-12-22 15:23:32,O000654,2024-03-19 00:51:02,87.4
C00453,O000654,2024-03-19 00:51:02,,,
C00454,O000405,2024-01-14 00:46:13,O000057,2024-08-04 07:41:16,203.3
C00454,O000057,2024-08-04 07:41:16,,,
C00455,O000683,2023-09-13 00:00:00,O000541,2023-12-12 00:52:03,90.0
C00455,O000541,2023-12-12 00:52:03,O000006,2024-06-17 10:30:35,188.4
C00455,O000006,2024-06-17 10:30:35,O000097,2024-12-11 01:20:37,176.6
C00455,O000097,2024-12-11 01:20:37,,,
C00456,O000370,2023-02-05 20:06:27,,,
C00458,O000730,2024-01-27 00:00:00,O000062,2024-10-15 12:38:00,262.5
C00458,O000062,2024-10-15 12:38:00,,,
C00460,O000628,2023-03-07 04:33:36,O000301,2023-11-02 03:11:28,239.9
C00460,O000301,2023-11-02 03:11:28,,,
C00461,O000270,2024-06-19 14:59:03,,,
C00462,O000140,2024-04-22 11:44:11,,,
C00464,O000291,2024-05-30 09:03:53,O000719,2024-09-26 08:11:26,119.0
C00464,O000719,2024-09-26 08:11:26,,,
C00466,O000219,2024-04-21 07:10:43,O000506,2024-06-08 00:26:34,47.7
C00466,O000506,2024-06-08 00:26:34,O000306,2024-08-21 02:46:20,74.1
C00466,O000306,2024-08-21 02:46:20,,,
C00467,O000053,2023-05-18 15:17:34,O000070,2024-05-07 06:40:25,354.6
C00467,O000070,2024-05-07 06:40:25,,,
C00470,O000563,2023-03-01 08:12:19,O000642,2023-07-18 11:29:35,139.1
C00470,O000642,2023-07-18 11:29:35,O000122,2023-12-20 03:10:05,154.7
C00470,O000122,2023-12-20 03:10:05,,,
C00471,O000381,2024-06-26 14:50:12,,,
C00472,O000529,2023-01-20 08:38:22,O000571,2024-04-12 10:12:55,448.1
C00472,O000571,2024-04-12 10:12:55,O000272,2024-08-21 18:38:44,131.4
C00472,O000272,2024-08-21 18:38:44,,,
C00473,O000133,2023-05-20 20:08:34,O000441,2023-08-03 16:09:46,74.8
C00473,O000441,2023-08-03 16:09:46,O000380,2024-08-10 00:04:09,372.3
C00473,O000380,2024-08-10 00:04:09,,,
C00474,O000282,2024-03-23 09:45:29,,,
C00475,O000287,2023-04-25 16:54:00,O000495,2024-04-04 15:25:21,344.9
C00475,O000495,2024-04-04 15:25:21,,,
C00476,O000444,2023-06-05 20:44:36,O000530,2023-09-06 17:17:41,92.9
C00476,O000530,2023-09-06 17:17:41,,,
C00477,O000157,2023-11-08 04:33:41,,,
C00478,O000631,2023-04-04 16:56:28,O000103,2024-03-02 07:19:34,332.6
C00478,O000103,2024-03-02 07:19:34,,,
C00479,O000786,2023-01-19 01:39:30,,,
C00481,O000253,2024-11-22 14:49:46,,,
C00482,O000088,2023-02-26 00:25:24,O000645,2024-01-17 21:48:02,325.9
C00482,O000645,2024-01-17 21:48:02,,,
C00483,O000728,2024-01-19 11:42:09,,,
C00486,O000382,2023-06-23 19:49:51,O000210,2024-06-25 20:37:58,368.0
C00486,O000210,2024-06-25 20:37:58,,,
C00487,O000002,2023-01-11 22:24:59,O000153,2023-05-06 16:04:46,114.7
C00487,O000153,2023-05-06 16:04:46,O000315,2023-11-17 19:41:55,195.2
C00487,O000315,2023-11-17 19:41:55,O000687,2023-12-18 22:26:00,31.1
C00487,O000687,2023-12-18 22:26:00,,,
C00490,O000516,2023-03-01 18:24:06,O000524,2023-05-10 05:13:56,69.5
C00490,O000524,2023-05-10 05:13:56,O000392,2023-11-12 04:32:34,186.0
C00490,O000392,2023-11-12 04:32:34,,,
C00491,O000537,2023-03-09 20:49:26,,,
C00493,O000026,2023-12-21 14:29:52,O000411,2024-06-20 07:48:07,181.7
C00493,O000411,2024-06-20 07:48:07,,,
C00494,O000165,2023-06-01 02:12:44,O000795,2024-03-31 07:03:03,304.2
C00494,O000795,2024-03-31 07:03:03,,,
C00495,O000001,2024-01-06 19:23:10,,,
C00496,O000797,2023-04-21 13:54:49,O000123,2024-02-09 23:05:43,294.4
C00496,O000123,2024-02-09 23:05:43,,,
C00497,O000056,2023-08-17 11:47:32,O000565,2023-09-23 16:11:00,37.2
C00497,O000565,2023-09-23 16:11:00,O000611,2023-12-05 15:27:49,73.0
C00497,O000611,2023-12-05 15:27:49,,,
C00499,O000525,2023-05-17 04:56:06,,,
C00500,O000586,2023-06-04 15:14:21,O000467,2024-06-15 08:19:54,376.7
C00500,O000467,2024-06-15 08:19:54,,,
