customer_id,order_date,previous_order_date,days_gap,risk_status
C00309,2023-11-11 03:22:30,2023-06-02 14:26:56,161.5,At Risk
C00310,2023-05-02 18:44:32,,,At Risk
C00310,2024-02-02 08:05:31,2023-05-02 18:44:32,275.6,At Risk
C00311,2024-01-02 03:47:01,,,At Risk
C00311,2024-03-16 10:26:57,2024-01-02 03:47:01,74.3,At Risk
C00311,2024-12-30 14:13:48,2024-03-16 10:26:57,289.2,At Risk
C00312,2024-07-25 03:34:40,,,At Risk
C00312,2024-11-16 14:46:30,2024-07-25 03:34:40,114.5,At Risk
C00312,2024-12-12 09:48:15,2024-11-16 14:46:30,25.8,At Risk
C00313,2023-06-02 04:14:27,,,Active
C00314,2024-03-20 00:05:48,,,Active
C00315,2024-06-25 10:05:30,,,Active
C00317,2023-02-01 17:57:10,,,At Risk
C00317,2023-04-02 10:43:53,2023-02-01 17:57:10,59.7,At Risk
C00317,2023-05-01 14:31:26,2023-04-02 10:43:53,29.2,At Risk
C00317,2024-02-17 01:12:58,2023-05-01 14:31:26,291.4,At Risk
C00317,2024-05-21 10:51:08,2024-02-17 01:12:58,94.4,At Risk
C00318,2023-08-13 16:00:02,,,Active
C00319,2024-07-20 22:45:42,,,Active
C00320,2023-01-22 04:52:23,,,At Risk
C00320,2023-05-20 15:39:57,2023-01-22 04:52:23,118.4,At Risk
C00320,2024-05-31 03:13:15,2023-05-20 15:39:57,376.5,At Risk
C00321,2023-02-20 20:28:59,,,At Risk
C00321,2023-06-27 15:24:43,2023-02-20 20:28:59,126.8,At Risk
C00322,2024-03-09 01:27:36,,,Active
C00323,2023-03-16 19:11:50,,,At Risk
C00323,2024-01-03 12:21:05,2023-03-16 19:11:50,292.7,At Risk
C00323,2024-02-03 00:00:00,2024-01-03 12:21:05,30.5,At Risk
C00324,2023-01-25 05:30:09,,,At Risk
C00324,2023-12-07 04:36:31,2023-01-25 05:30:09,316.0,At Risk
C00325,2024-08-26 20:08:00,,,Active
C00325,2024-09-13 07:27:13,2024-08-26 20:08:00,17.5,Active
C00326,2024-11-12 09:56:24,,,Active
C00327,2023-04-05 14:19:57,,,At Risk
C00327,2023-08-21 02:16:46,2023-04-05 14:19:57,137.5,At Risk
C00327,2023-08-25 14:07:02,2023-08-21 02:16:46,4.5,At Risk
C00327,2024-02-18 18:36:29,2023-08-25 14:07:02,177.2,At Risk
C00328,2023-07-18 16:15:20,,,Active
C00329,2024-07-13 11:05:53,,,At Risk
C00329,2024-09-17 23:50:26,2024-07-13 11:05:53,66.5,At Risk
C00330,2023-08-07 02:40:07,,,Active
C00331,2023-01-17 16:27:32,,,At Risk
C00331,2023-04-16 10:38:09,2023-01-17 16:27:32,88.8,At Risk
C00331,2023-04-30 13:14:51,2023-04-16 10:38:09,14.1,At Risk
C00332,2023-08-31 09:57:24,,,At Risk
C00332,2024-06-17 00:22:34,2023-08-31 09:57:24,290.6,At Risk
C00333,2023-05-19 02:40:08,,,At Risk
C00333,2024-11-19 06:32:47,2023-05-19 02:40:08,550.2,At Risk
C00335,2023-09-29 00:00:00,,,Active
C00336,2023-01-01 05:21:18,,,Active
C00337,2024-04-11 10:59:21,,,At Risk
C00337,2024-08-16 07:20:26,2024-04-11 10:59:21,126.8,At Risk
C00337,2024-12-23 22:35:43,2024-08-16 07:20:26,129.6,At Risk
C00338,2023-12-13 22:13:06,,,At Risk
C00338,2024-11-01 01:22:50,2023-12-13 22:13:06,323.1,At Risk
C00338,2024-11-08 10:53:45,2024-11-01 01:22:50,7.4,At Risk
C00339,2023-03-25 23:22:50,,,At Risk
C00339,2023-04-26 21:35:45,2023-03-25 23:22:50,31.9,At Risk
C00339,2023-07-30 17:35:31,2023-04-26 21:35:45,94.8,At Risk
C00339,2023-12-26 12:41:20,2023-07-30 17:35:31,148.8,At Risk
C00339,2024-07-18 09:46:28,2023-12-26 12:41:20,204.9,At Risk
C00340,2024-01-18 15:56:19,,,At Risk
C00340,2024-03-30 21:49:05,2024-01-18 15:56:19,72.2,At Risk
C00341,2023-10-31 07:08:45,,,At Risk
C00341,2024-06-25 06:28:43,2023-10-31 07:08:45,238.0,At Risk
C00343,2023-03-02 12:03:24,,,Active
C00344,2024-05-24 02:54:07,,,Active
C00345,2023-03-24 14:08:49,,,At Risk
C00345,2024-06-22 10:36:53,2023-03-24 14:08:49,455.9,At Risk
C00345,2024-07-22 05:36:46,2024-06-22 10:36:53,29.8,At Risk
C00347,2023-01-04 04:52:25,,,At Risk
C00347,2024-06-20 03:43:14,2023-01-04 04:52:25,533.0,At Risk
C00348,2023-08-25 13:13:33,,,At Risk
C00348,2023-12-07 07:56:48,2023-08-25 13:13:33,103.8,At Risk
C00348,2024-04-20 16:51:55,2023-12-07 07:56:48,135.4,At Risk
C00348,2024-10-03 02:10:48,2024-04-20 16:51:55,165.4,At Risk
C00350,2023-02-01 20:37:25,,,At Risk
C00350,2023-02-27 20:12:09,2023-02-01 20:37:25,26.0,At Risk
C00350,2024-02-25 13:04:44,2023-02-27 20:12:09,362.7,At Risk
C00350,2024-07-02 01:28:58,2024-02-25 13:04:44,127.5,At Risk
C00351,2024-09-13 06:47:30,,,Active
C00352,2023-08-23 01:35:03,,,At Risk
C00352,2023-11-15 16:50:54,2023-08-23 01:35:03,84.6,At Risk
C00352,2024-05-04 00:00:00,2023-11-15 16:50:54,170.3,At Risk
C00353,2024-12-24 03:45:41,,,Active
C00356,2024-10-29 12:31:30,,,At Risk
C00356,2024-12-17 19:26:29,2024-10-29 12:31:30,49.3,At Risk
C00357,2023-05-24 02:54:40,,,Active
C00359,2023-10-09 20:06:33,,,Active
C00360,2023-06-12 22:50:35,,,At Risk
C00360,2024-04-03 09:27:07,2023-06-12 22:50:35,295.4,At Risk
C00361,2023-08-12 21:45:56,,,Active
C00363,2023-01-20 06:22:54,,,At Risk
C00363,2023-10-26 07:54:27,2023-01-20 06:22:54,279.1,At Risk
C00365,2024-07-26 07:17:42,,,Active
C00366,2023-02-15 10:33:08,,,At Risk
C00366,2023-06-07 18:54:14,2023-02-15 10:33:08,112.3,At Risk
C00366,2023-08-14 16:47:39,2023-06-07 18:54:14,67.9,At Risk
C00366,2023-10-21 08:11:57,2023-08-14 16:47:39,67.6,At Risk
C00366,2023-10-25 20:52:24,2023-10-21 08:11:57,4.5,At Risk
C00367,2023-05-29 18:42:16,,,At Risk
C00367,2023-07-21 04:02:24,2023-05-29 18:42:16,52.4,At Risk
C00367,2024-05-25 06:35:14,2023-07-21 04:02:24,309.1,At Risk
C00367,2024-08-09 07:20:04,2024-05-25 06:35:14,76.0,At Risk
C00367,2024-10-25 04:03:41,2024-08-09 07:20:04,76.9,At Risk
C00368,2023-02-25 00:00:00,,,Active
C00369,2024-10-09 12:59:10,,,Active
C00371,2024-03-17 21:27:58,,,At Risk
C00371,2024-06-16 12:20:44,2024-03-17 21:27:58,90.6,At Risk
C00373,2023-02-02 18:24:08,,,At Risk
C00373,2024-05-01 00:00:00,2023-02-02 18:24:08,453.2,At Risk
C00373,2024-08-29 13:43:17,2024-05-01 00:00:00,120.6,At Risk
C00373,2024-10-24 08:40:33,2024-08-29 13:43:17,55.8,At Risk
C00376,2023-03-01 23:08:29,,,At Risk
C00376,2023-03-14 04:44:17,2023-03-01 23:08:29,12.2,At Risk
C00376,2024-03-22 00:00:00,2023-03-14 04:44:17,373.8,At Risk
C00376,2024-11-19 10:29:50,2024-03-22 00:00:00,242.4,At Risk
C00377,2024-02-12 04:41:13,,,At Risk
C00377,2024-11-08 18:24:52,2024-02-12 04:41:13,270.6,At Risk
C00379,2024-11-14 10:04:13,,,Active
C00381,2024-03-20 05:37:51,,,At Risk
C00381,2024-05-17 15:10:50,2024-03-20 05:37:51,58.4,At Risk
C00383,2023-05-02 19:42:13,,,At Risk
C00383,2024-06-14 14:02:35,2023-05-02 19:42:13,408.8,At Risk
C00384,2023-07-07 19:25:19,,,At Risk
C00384,2024-07-29 21:15:57,2023-07-07 19:25:19,388.1,At Risk
C00385,2024-03-23 21:49:05,,,At Risk
C00385,2024-08-27 23:11:08,2024-03-23 21:49:05,157.1,At Risk
C00385,2024-09-02 03:22:53,2024-08-27 23:11:08,5.2,At Risk
C00386,2023-07-29 13:14:18,,,At Risk
C00386,2024-02-16 09:23:48,2023-07-29 13:14:18,201.8,At Risk
C00387,2024-03-21 15:03:26,,,Active
C00388,2023-02-11 01:38:59,,,At Risk
C00388,2024-02-04 08:12:08,2023-02-11 01:38:59,358.3,At Risk
C00388,2024-06-04 14:32:58,2024-02-04 08:12:08,121.3,At Risk
C00388,2024-09-05 05:12:40,2024-06-04 14:32:58,92.6,At Risk
C00389,2023-11-28 21:53:37,,,Active
C00390,2023-03-01 10:23:06,,,At Risk
C00390,2023-10-01 14:11:18,2023-03-01 10:23:06,214.2,At Risk
C00390,2023-12-16 11:17:30,2023-10-01 14:11:18,75.9,At Risk
C00393,2023-08-04 20:56:16,,,At Risk
C00393,2024-04-26 09:07:33,2023-08-04 20:56:16,265.5,At Risk
C00393,2024-05-15 13:02:11,2024-04-26 09:07:33,19.2,At Risk
C00394,2023-02-06 06:06:37,,,Active
C00395,2023-12-26 22:52:42,,,At Risk
C00395,2024-11-03 06:22:42,2023-12-26 22:52:42,312.3,At Risk
C00397,2023-04-26 10:43:10,,,At Risk
C00397,2024-09-29 02:10:18,2023-04-26 10:43:10,521.6,At Risk
C00398,2023-12-13 00:00:00,,,At Risk
C00398,2024-04-26 17:18:57,2023-12-13 00:00:00,135.7,At Risk
C00399,2023-11-03 15:16:43,,,At Risk
C00399,2024-01-12 15:10:22,2023-11-03 15:16:43,70.0,At Risk
C00399,2024-03-30 17:32:11,2024-01-12 15:10:22,78.1,At Risk
C00400,2023-02-27 11:24:18,,,At Risk
C00400,2023-11-09 13:12:34,2023-02-27 11:24:18,255.1,At Risk
C00401,2023-08-22 22:46:14,,,At Risk
C00401,2024-04-19 05:53:49,2023-08-22 22:46:14,240.3,At Risk
C00401,2024-08-06 17:43:29,2024-04-19 05:53:49,109.5,At Risk
C00402,2023-08-04 19:28:37,,,Active
C00403,2024-09-12 23:03:30,,,Active
C00404,2024-06-05 15:30:18,,,Active
C00404,2024-06-15 19:05:02,2024-06-05 15:30:18,10.1,Active
C00405,2024-06-25 00:11:54,,,Active
C00406,2023-04-21 23:16:42,,,At Risk
C00406,2024-08-23 01:36:45,2023-04-21 23:16:42,489.1,At Risk
C00407,2024-03-28 13:18:40,,,Active
C00408,2023-04-26 21:36:51,,,Active
C00410,2024-02-14 15:14:26,,,Active
C00411,2023-03-18 08:00:43,,,At Risk
C00411,2024-01-05 11:15:29,2023-03-18 08:00:43,293.1,At Risk
C00411,2024-03-21 02:08:43,2024-01-05 11:15:29,75.6,At Risk
C00412,2023-03-28 10:22:19,,,At Risk
C00412,2023-08-09 00:29:33,2023-03-28 10:22:19,133.6,At Risk
C00413,2024-07-19 10:54:57,,,Active
C00414,2024-02-19 09:58:42,,,At Risk
C00414,2024-05-22 20:38:46,2024-02-19 09:58:42,93.4,At Risk
C00415,2024-01-03 21:43:28,,,At Risk
C00415,2024-10-29 17:27:12,2024-01-03 21:43:28,299.8,At Risk
C00418,2023-01-23 21:17:02,,,Active
C00419,2023-04-02 21:50:06,,,At Risk
C00419,2024-07-08 19:00:55,2023-04-02 21:50:06,462.9,At Risk
C00421,2023-10-07 00:48:19,,,At Risk
C00421,2024-05-28 00:00:00,2023-10-07 00:48:19,234.0,At Risk
C00422,2023-08-08 18:53:30,,,Active
C00423,2024-08-29 22:43:55,,,Active
C00424,2024-03-09 16:17:27,,,Active
C00425,2023-11-17 01:13:25,,,Active
C00426,2023-02-22 00:00:00,,,At Risk
C00426,2024-02-13 06:52:43,2023-02-22 00:00:00,356.3,At Risk
C00427,2023-03-04 02:30:10,,,At Risk
C00427,2023-09-20 11:35:58,2023-03-04 02:30:10,200.4,At Risk
C00427,2024-06-06 19:37:45,2023-09-20 11:35:58,260.3,At Risk
C00428,2023-03-02 10:59:44,,,At Risk
C00428,2024-03-21 22:58:59,2023-03-02 10:59:44,385.5,At Risk
C00430,2023-11-26 21:03:36,,,At Risk
C00430,2024-07-16 12:42:31,2023-11-26 21:03:36,232.7,At Risk
C00432,2023-05-09 21:53:43,,,At Risk
C00432,2023-09-26 00:00:00,2023-05-09 21:53:43,139.1,At Risk
C00432,2024-08-05 23:37:51,2023-09-26 00:00:00,315.0,At Risk
C00433,2023-05-04 19:20:44,,,Active
C00433,2023-05-06 20:22:44,2023-05-04 19:20:44,2.0,Active
C00434,2024-07-13 01:22:21,,,Active
C00435,2023-04-16 20:49:28,,,At Risk
C00435,2023-09-03 19:46:27,2023-04-16 20:49:28,140.0,At Risk
C00435,2024-01-10 14:34:33,2023-09-03 19:46:27,128.8,At Risk
C00435,2024-01-21 00:34:39,2024-01-10 14:34:33,10.4,At Risk
C00436,2024-02-03 02:40:29,,,Active
C00437,2023-02-02 19:16:06,,,At Risk
C00437,2023-05-12 00:00:00,2023-02-02 19:16:06,98.2,At Risk
C00437,2023-08-14 16:33:53,2023-05-12 00:00:00,94.7,At Risk
C00437,2023-09-22 03:13:47,2023-08-14 16:33:53,38.4,At Risk
C00438,2024-11-01 22:58:05,,,Active
C00439,2024-06-23 05:39:02,,,Active
C00440,2023-12-10 14:59:09,,,Active
C00441,2024-10-06 20:19:03,,,At Risk
C00441,2024-11-22 11:24:06,2024-10-06 20:19:03,46.6,At Risk
C00442,2023-01-22 05:51:14,,,At Risk
C00442,2023-02-07 19:30:10,2023-01-22 05:51:14,16.6,At Risk
C00442,2024-06-15 15:20:10,2023-02-07 19:30:10,493.8,At Risk
C00443,2023-11-25 03:28:05,,,Active
C00445,2023-04-04 15:02:17,,,At Risk
C00445,2023-07-20 07:49:10,2023-04-04 15:02:17,106.7,At Risk
C00445,2024-06-11 20:23:54,2023-07-20 07:49:10,327.5,At Risk
C00446,2023-03-19 02:58:43,,,Active
C00447,2023-10-15 17:08:16,,,At Risk
C00447,2024-06-04 10:56:13,2023-10-15 17:08:16,232.7,At Risk
C00447,2024-09-21 03:36:23,2024-06-04 10:56:13,108.7,At Risk
C00448,2023-06-08 15:36:38,,,At Risk
C00448,2024-02-05 07:31:05,2023-06-08 15:36:38,241.7,At Risk
C00449,2024-02-27 07:52:51,,,At Risk
C00449,2024-12-14 10:56:31,2024-02-27 07:52:51,291.1,At Risk
C00450,2024-07-12 21:20:01,,,Active
C00451,2024-09-01 03:54:46,,,At Risk
C00451,2024-12-11 15:42:07,2024-09-01 03:54:46,101.5,At Risk
C00452,2023-08-23 04:57:10,,,Active
C00453,2023-03-12 02:21:33,,,At Risk
C00453,2023-12-22 15:23:32,2023-03-12 02:21:33,285.5,At Risk
C00453,2024-03-19 00:51:02,2023-12-22 15:23:32,87.4,At Risk
C00454,2024-01-14 00:46:13,,,At Risk
C00454,2024-08-04 07:41:16,2024-01-14 00:46:13,203.3,At Risk
C00455,2023-09-13 00:00:00,,,At Risk
C00455,2023-12-12 00:52:03,2023-09-13 00:00:00,90.0,At Risk
C00455,2024-06-17 10:30:35,2023-12-12 00:52:03,188.4,At Risk
C00455,2024-12-11 01:20:37,2024-06-17 10:30:35,176.6,At Risk
C00456,2023-02-05 20:06:27,,,Active
C00458,2024-01-27 00:00:00,,,At Risk
C00458,2024-10-15 12:38:00,2024-01-27 00:00:00,262.5,At Risk
C00460,2023-03-07 04:33:36,,,At Risk
C00460,2023-11-02 03:11:28,2023-03-07 04:33:36,239.9,At Risk
C00461,2024-06-19 14:59:03,,,Active
C00462,2024-04-22 11:44:11,,,Active
C00464,2024-05-30 09:03:53,,,At Risk
C00464,2024-09-26 08:11:26,2024-05-30 09:03:53,119.0,At Risk
C00466,2024-04-21 07:10:43,,,At Risk
C00466,2024-06-08 00:26:34,2024-04-21 07:10:43,47.7,At Risk
C00466,2024-08-21 02:46:20,2024-06-08 00:26:34,74.1,At Risk
C00467,2023-05-18 15:17:34,,,At Risk
C00467,2024-05-07 06:40:25,2023-05-18 15:17:34,354.6,At Risk
C00470,2023-03-01 08:12:19,,,At Risk
C00470,2023-07-18 11:29:35,2023-03-01 08:12:19,139.1,At Risk
C00470,2023-12-20 03:10:05,2023-07-18 11:29:35,154.7,At Risk
C00471,2024-06-26 14:50:12,,,Active
C00472,2023-01-20 08:38:22,,,At Risk
C00472,2024-04-12 10:12:55,2023-01-20 08:38:22,448.1,At Risk
C00472,2024-08-21 18:38:44,2024-04-12 10:12:55,131.4,At Risk
C00473,2023-05-20 20:08:34,,,At Risk
C00473,2023-08-03 16:09:46,2023-05-20 20:08:34,74.8,At Risk
C00473,2024-08-10 00:04:09,2023-08-03 16:09:46,372.3,At Risk
C00474,2024-03-23 09:45:29,,,Active
C00475,2023-04-25 16:54:00,,,At Risk
C00475,2024-04-04 15:25:21,2023-04-25 16:54:00,344.9,At Risk
C00476,2023-06-05 20:44:36,,,At Risk
C00476,2023-09-06 17:17:41,2023-06-05 20:44:36,92.9,At Risk
C00477,2023-11-08 04:33:41,,,Active
C00478,2023-04-04 16:56:28,,,At Risk
C00478,2024-03-02 07:19:34,2023-04-04 16:56:28,332.6,At Risk
C00479,2023-01-19 01:39:30,,,Active
C00481,2024-11-22 14:49:46,,,Active
C00482,2023-02-26 00:25:24,,,At Risk
C00482,2024-01-17 21:48:02,2023-02-26 00:25:24,325.9,At Risk
C00483,2024-01-19 11:42:09,,,Active
C00486,2023-06-23 19:49:51,,,At Risk
C00486,2024-06-25 20:37:58,2023-06-23 19:49:51,368.0,At Risk
C00487,2023-01-11 22:24:59,,,At Risk
C00487,2023-05-06 16:04:46,2023-01-11 22:24:59,114.7,At Risk
C00487,2023-11-17 19:41:55,2023-05-06 16:04:46,195.2,At Risk
C00487,2023-12-18 22:26:00,2023-11-17 19:41:55,31.1,At Risk
C00490,2023-03-01 18:24:06,,,At Risk
C00490,2023-05-10 05:13:56,2023-03-01 18:24:06,69.5,At Risk
C00490,2023-11-12 04:32:34,2023-05-10 05:13:56,186.0,At Risk
C00491,2023-03-09 20:49:26,,,Active
C00493,2023-12-21 14:29:52,,,At Risk
C00493,2024-06-20 07:48:07,2023-12-21 14:29:52,181.7,At Risk
C00494,2023-06-01 02:12:44,,,At Risk
C00494,2024-03-31 07:03:03,2023-06-01 02:12:44,304.2,At Risk
C00495,2024-01-06 19:23:10,,,Active
C00496,2023-04-21 13:54:49,,,At Risk
C00496,2024-02-09 23:05:43,2023-04-21 13:54:49,294.4,At Risk
C00497,2023-08-17 11:47:32,,,At Risk
C00497,2023-09-23 16:11:00,2023-08-17 11:47:32,37.2,At Risk
C00497,2023-12-05 15:27:49,2023-09-23 16:11:00,73.0,At Risk
C00499,2023-05-17 04:56:06,,,Active
C00500,2023-06-04 15:14:21,,,At Risk
C00500,2024-06-15 08:19:54,2023-06-04 15:14:21,376.7,At Risk
